,Usuario,Nombre,Fecha,Tweet,RT,like,path,verificados
18,@RedSoxMVP,Cher Murphy,6 dic. 2017,"And this too about GMOs
 More than 80% of all genetically modified crops grown worldwide have been engineered for herbicide tolerance.5 As a result, the use of toxic herbicides, such as Roundup® has increased fifteenfold. Roundup Required by law to have a label *can cause cancer.",2,3,/RedSoxMVP/status/938234829073678336,
19,@AlafiaGrandma,Alafia Grandma,5 dic. 2017,Boycott all companies that use #Monsantos #GMO cancer causing seeds. They kill not only us but our earth. pic.twitter.com/E6jJy5fpnw,4,6,/AlafiaGrandma/status/938100748969283585,
20,@justice69hall,Justice 💋Hall,1 dic. 2017,"Beware of Bill Gates GMO Marijuana crops. If you're using them for medical reasons, I wouldn't touch that crap. If you don't have Cancer, I'm sure you'll get it.
Research needed. SAY NO to GMO",0,1,/justice69hall/status/936620602433069056,
21,@FarmFairyCrafts,Farm Fairy Crafts,1 dic. 2017,Fear of Starvation Isn't a Good Reason to Poison the World While Making a Profit. #GMO #Glyphosate #Cancer,2,1,/FarmFairyCrafts/status/936548017506783232,
22,@ChurchofTheEnd,Albert Otter,1 dic. 2017,"So people with cancer are literally being genetically modified by the radiation. If radiation treatment is accepted, patients are being even more genetically modified.",0,0,/ChurchofTheEnd/status/936546508543086598,
23,@healthindiaa,healthservice,1 dic. 2017,Prostate Cancer Research with Transgenic Mouse Model https://medicalvaluetravelindia.wordpress.com/2017/12/01/prostate-cancer-research-with-transgenic-mouse-model/ …pic.twitter.com/SMr4rIJQwc,0,0,/healthindiaa/status/936536197886865408,
24,@healthindiaa,healthservice,1 dic. 2017,Medical Value Travel India: Prostate Cancer Research with Transgenic Mouse Mod... http://medicalvaluetravelindia.blogspot.com/2017/12/prostate-cancer-research-with.html?spref=tw …,0,0,/healthindiaa/status/936535226502672384,
25,@HeidiCoomer,Heidi Coomer,1 dic. 2017,"@POTUS Please stop the usage of Roundup on our crops and GMO’s in this country. People are falling left and right to cancer, autism, allergies, and ADHD and it is related to the food we’re offered. Other countries protect their citizens from these harmful foods.",0,0,/HeidiCoomer/status/936451715842428928,
26,@David_Woodleaf,Macy Grant,30 nov. 2017,"@MyOjio What is the deal, with the cancer warning on this canister of cocoa powder? What is the point of being organic and non GMO, if the packaging causes cancer? I am throw this out.",0,0,/David_Woodleaf/status/936375080241655808,
27,@jzer0912,Justin Hansen,30 nov. 2017,"Mmm, the monsanto is especially tangy in my genetically modified bean-tomato hybrids.  Only makes the cancer itch a tiny bit on my face tumor.  I think I'll drink some greywater to wash it down.",1,1,/jzer0912/status/936362872644493313,
28,@GertvanderHoek,Gert van der Hoek,30 nov. 2017,"n-6 Polyunsaturated fatty acids increase skin cancer in human papillomavirus 16 transgenic mice.
https://www.ncbi.nlm.nih.gov/pubmed/11809692 https://twitter.com/PLOSPathogens/status/936320180111757314 …",1,0,/GertvanderHoek/status/936342213482688514,
29,@Sour412,#sourssyrup eliquid,30 nov. 2017,@espn The whole world puts a lot of time and money into this whole  thing then we know the causes of #cancer are in the food in the water in the air in the paint in the things we use to everywhere why don’t y’all fight corp pushing the product? #Vaccines #flushot #gmo #flouride,0,0,/Sour412/status/936317520260288512,
30,@TeriGentes,Teri Gentes,30 nov. 2017,How GMO foods affecting your health! The disturbing reality about the foods we eat. http://ow.ly/QJEI30gUXui  #GMO #health #diseases #GMOrisks #hormonalhell #anxiety #fatique #weightgain #asthma #allergies #autism #cancer #Alzheimers,0,0,/TeriGentes/status/936312718784679936,
31,@FarmFairyCrafts,Farm Fairy Crafts,30 nov. 2017,"U.S. Workers Sue @MonsantoCo Claiming Herbicide Caused Cancer http://www.reuters.com/article/2015/09/29/us-monsanto-lawsuit-idUSKCN0RT2L220150929 …
#GMO",0,1,/FarmFairyCrafts/status/936303417143779328,
32,@NoGMOsVerified,NoGMOsVerified,30 nov. 2017,"California judge rules against Monsanto, allows cancer warning on Roundup #GMOs #GMO http://NoGMOsVerified.com  /gwhttp://dld.bz/f59gj",0,0,/NoGMOsVerified/status/936301160390168576,
33,@tinitini808,purpledragon7,30 nov. 2017,#SurveillanceState #isis uses U.S. made weapons #GMO #cancer #bipartisanWarOnDrugs #warOnUs #pharmaceuticalDrugs cause more deaths #fracking #pollutedWater #healthcare #insuranceCompaniesGreed,0,0,/tinitini808/status/936270150751412224,
34,@smarthealthtalk,"Elaine McFadden, MPH",30 nov. 2017,Non #Organic Sugar=Cancer causing pesticides! Pesticide poison kills your cells! MOST ALL SUGAR GMO BEETS. Eat less sugar & go for organic honey when possible to support beekeepers & your health. New research shows honey reduces artery plaque. #1 KILLER: http://www.smarthealthtalk.com/signs-of-a-heart-attack.html …,0,0,/smarthealthtalk/status/936227021046276096,
35,@GENEROW,Generow,30 nov. 2017,"My fckn cost 2 be a God as listed... Fix mom's house, feed dog raw chicken meat, shop at Aldi n feed myself non gmo high fructose corn syrup cancer bo-shit... These times just ain't right... Everybody need to become God's, no more shortcuts yo, wat it mean? 2 a God? GOD'S ARMY",0,0,/GENEROW/status/936074434485587969,
36,@dnfrichard,don richards,30 nov. 2017,Carey Gillam on Monsanto Cancer and the Corruption of Science https://www.corporatecrimereporter.com/news/200/carey-gillam-monsanto-cancer-corruption-science/ … via @corpcrimereporter #Whitewash #CareyGillam #Monsanto #Roundup #Glyphosate #Truth #GMO #weedkiller #herbicide #carcinogen #cancer #BanGlyphosate #gmofreecanada #gmofreeusa,2,0,/dnfrichard/status/936072860774232066,
37,@defenestrate161,VoterSupress StoleIt,30 nov. 2017,"EU ok'd RoundUp
Monsanto'smaking tactic=sell Monsanto GMO seeds that r resistant 2 Monsanto RoundUp
both sold thru LIES
GMOs=wud 'solve world hunger' by increasing yields
FALSE
it'd decrease insecticide use
FALSE
MANY other lies
& it's linked 2 cancer
http://www.motherjones.com/politics/2017/11/the-eu-just-gave-monsanto-an-early-christmas-present/ …",6,5,/defenestrate161/status/936040793655119872,
38,@lynettezeches,Lynette Marie Zeches,30 nov. 2017,Yeah but is it anti @MonsantoCo ?? Is it anti GMO? Cuz the cancer scare is still real with this one. https://twitter.com/daiyafoods/status/936022095007432705 …,0,0,/lynettezeches/status/936026132440170496,
39,@PositivelyJoan,Positively Joan,29 nov. 2017,#USDA #FDA #EPA #CDC not in business of healthy anything during #GOP OR #Democrat regimes #Bush #Clinton #Obama #GMO #Bt #Roundup #glyphosate #AgentOrange #Dicamba #PCB #DDT #cancer #diseases #lies #CoverUp #CORRUPTION #IGFarben #Monsanto #Bayer #BigPharma #WW2 #Nazi #Bilderberg,1,0,/PositivelyJoan/status/936016667376869377,
40,@JuanRR3,JuanR RodriguezJr,29 nov. 2017,@TeamCavuto yea but follow the money and you'll see the gmo's and how MORE WILL FALL cause of it (more cancer..more ditches; wasted time),0,0,/JuanRR3/status/935991355289022467,
41,@NoGMOsVerified,NoGMOsVerified,29 nov. 2017,California Needs to Rid the Valley of Cancer-Causing Pesticide #GMOs #GMO http://NoGMOsVerified.com  /fd http://dld.bz/dZUmk,4,2,/NoGMOsVerified/status/935989051286609920,
42,@PositivelyJoan,Positively Joan,29 nov. 2017,"#BigPharma#PoisonWhats old's new again!#Bayer #Monsanto=#IGFarben=#Bilderberg #depopulation #pesticides #WW2 #Nazi &They're still at it!
#GMO PR""Modern Agriculture. Modern Perspectives.""https://modernag.org/modern-agriculture/understanding-modern-agriculture/ … #Roundup #Glyphosate #AgentOrange #Dicamba #cancer #diseases",2,1,/PositivelyJoan/status/935957858935623680,
43,@Kaboom1776,Horst von Horstmann,29 nov. 2017,"Glyphosate doesn't cause cancer, leading researcher says, but it's become a pawn in agricultural politics to attack GMO in general  http://www.tagesspiegel.de/wirtschaft/praesident-des-bundesinstituts-fuer-risikobewertung-die-wissenschaft-wird-als-kampfmittel-missbraucht/20633368.html …",0,0,/Kaboom1776/status/935939995512254464,
44,@OFFICIAL_ERRT,ERRT,29 nov. 2017,"Keck Medicine glad we are following one another.  It depends on what brand you smoke.  If you are going to smoke, smoke Organic Cigarettes.  Many of the big industry companies use chemical herbicides and pesticides made by Monsanto which cause cancer.  They also use GMO tobacco.",0,0,/OFFICIAL_ERRT/status/935918575780581376,
45,@ShineJob,ShineJob 🕶️,29 nov. 2017,"if they were spraying they'd be charging you for it, like they make you pay for cancer from roundup-spliced GMO food from Wholefoods",0,2,/ShineJob/status/935914057395245056,
46,@StaceyBridges18,Stacey Bridges,29 nov. 2017,"#ECRIWorks it's not only 76 yr old people who want 2know what they're being charged at hospitals
Today the food we eat has GMO Cancer, water has lead & poison pills that cause 
Heart Attack 
Stroke
Suicide
Diabetes 
Liver/Kidney failure
Rage
Sudden death
No one or age is immune pic.twitter.com/SCSEuG1WLy",0,0,/StaceyBridges18/status/935910024488079360,
47,@FlyOSUBuckeye1,#TheChad,29 nov. 2017,"Have some #Chipolte today people! One of the ONLY restaurants that doesn't use genetically altered food (gives you cancer)! GMO's
https://en.m.wikipedia.org/wiki/Genetically_modified_organism …https://twitter.com/WSJ/status/935871611521175552 …",0,0,/FlyOSUBuckeye1/status/935872940524138496,
48,@AbbySlanix,Slanix Abby,29 nov. 2017,"I don’t believe all of y’all . Behind producing GMO foods and spreading cancer everywhere . The American Medical Association , ITS Business https://twitter.com/cancerresearch/status/732299481207672833 …",1,1,/AbbySlanix/status/935854786360020992,
49,@NoGMOsVerified,NoGMOsVerified,29 nov. 2017,Serious scrutiny needed as EPA seeks input on cancer ties to Monsanto herbic.. #GMOs #GMO http://NoGMOsVerified.com  /fd http://dld.bz/fm526,0,0,/NoGMOsVerified/status/935822988842356736,
50,@AlainPannetier,Alain Pannetier,29 nov. 2017,"Ah ah ah.  looks like the silly #Monsanto campaign against @IARCWHO is backfiring... @The_CAPHR Monsanto knew since 1983 and has highjacked Science - the word and the thing - to carry on quietly spreading poison around.
#StopMonsanto #glyphosate provokes #cancer #GMO https://twitter.com/ACOSustain/status/935580781472288768 …",2,3,/AlainPannetier/status/935766239066116096,
51,@alli_heine,Alli Heine,29 nov. 2017,"Me- I have 9 friends
Friend- GMO’s cause cancer
Me- https://twitter.com/tylerthecreator/status/934116738232344576 …",239,0,/alli_heine/status/935737503671377921,
52,@WomanWarrior17,EmmaSteeleAvenger,29 nov. 2017,"They are going to try and kill us! Culling the herd, sick children and elderly, American Citizens left to Die in V.I and P.R. war, still in Afgahnastan and now North Korea, Starve us or GMO.s giving us cancer. they are going down I will fight this till death https://twitter.com/mmurraypolitics/status/935519435133214720 …",11,12,/WomanWarrior17/status/935729445008224261,
53,@chrisk2000,Trump vs. Globalism,29 nov. 2017,"Obesity & diabetes cause cancer. 
#health #diet #GMO #organic #pesticides #Monsanto 
https://www.rt.com/document/5a1d78eafc7e93346b8b456a/amp/411232-diabetes-obesity-cause-cancer …",1,1,/chrisk2000/status/935699934564704256,
54,@Jeew333T,ThamaraseeJeewandara,29 nov. 2017,"Humans 2.0 - mitochondrial replacement therapy, rather than gene editing, is poised to have the greatest impact on our lives (The genetically modified walk among us: engineered chimeric antigen receptor immune cells in cancer survival etc)  http://rdcu.be/zNbZ",0,0,/Jeew333T/status/935690040088313856,
55,@mem_somerville,mem_somerville | Wossamotta U,29 nov. 2017,"Funny, #GMO cranks accuse us of wanting everyone to die of cancer. We went into biology because we love life on this planet. They cannot understand this. https://twitter.com/JacquelynGill/status/935679576595984384 …",4,19,/mem_somerville/status/935679941122826241,
56,@JuanRR3,JuanR RodriguezJr,29 nov. 2017,"@SpecialReport USA can name exactly what President Trump @realDonaldTrump meant when he said they would NOT MEET for ""crime, illegal immigration and tax increase"" (leftistsalt; pelosi-cali immigration surplus, schumer/ mccain- gmo;aztechcity, clinton, etc!) #gmo, mcd, cancer, etc",0,0,/JuanRR3/status/935659655224856576,
57,@JuanRR3,JuanR RodriguezJr,28 nov. 2017,"@SpecialReport all they are in is gmo material; they have nothing. #gmo, mcd, cancer debt",0,0,/JuanRR3/status/935658748047167489,
58,@NoGMOsVerified,NoGMOsVerified,28 nov. 2017,Monsanto sues California over weed killer cancer warnings (RT) http://www.gmoinside.org/monsanto-sues-california-over-weed-killer-cancer-warnings-rt/ … #GMOinside #GMO #NoGMOs,0,0,/NoGMOsVerified/status/935637539263827968,
59,@Antitunicata,Leonard Thomas,28 nov. 2017,"#FDA, #AMA, & #food #industry #are #working #together #to  #CAUSE #cancer & #make #big #money. #You #will #look #like #Rip #Van #Winkle, & #cancer #will #STILL be #around of #their #greedy #efforts. #Close the #FDA, #disband the #AMA, #ban #GMO's, #Round #Up, #Dicambia & #shave.https://twitter.com/Antitunicata/status/935587859796434944 …",1,2,/Antitunicata/status/935588298818334720,
60,@Antitunicata,Leonard Thomas,28 nov. 2017,"#FDA, #AMA, & #food #industry #are #working #together #to  #CAUSE #cancer & #make #big #money. #You #will #look #like #Rip #Van #Winkle, & #cancer #will #STILL be #around of #their #greedy #efforts. #Close the #FDA, #disband the #AMA, #ban #GMO's, #Round #Up, #Dicambia & #shave.https://twitter.com/parkinson_lane/status/935522941856616448 …",0,1,/Antitunicata/status/935587859796434944,
61,@JuanRR3,JuanR RodriguezJr,28 nov. 2017,"@FoxNews schumer, mccain, sanders; their cancer, gmo, DEBT",0,0,/JuanRR3/status/935569953490636800,
62,@DarkXposure,Dark Xposure,28 nov. 2017,"Protests held outside the European Commission, as the #EU votes to renew its approval for a controversial weed killer produced by #Monsanto, that allegedly causes cancer
#GMO #Biotechnology #BioTech #Pesticideshttps://www.youtube.com/watch?v=pMK7_lWAcqE …",1,0,/DarkXposure/status/935565622116868096,
63,@JuanRR3,JuanR RodriguezJr,28 nov. 2017,"@FoxNews there's nothing bipartisan about gmo, mcd, cancer debt..",0,0,/JuanRR3/status/935564869805461504,
64,@NoGMOsVerified,NoGMOsVerified,28 nov. 2017,Monsanto sues California over weed killer cancer warnings (RT) #GMOs #GMO http://NoGMOsVerified.com  /gi http://dld.bz/gwc5X,0,0,/NoGMOsVerified/status/935538458646536193,
65,@naturments,Naturments,28 nov. 2017,"Genetically modified products are potent enough to cause gene mutations that lead to cancer.
#naturments #nongmo #cancer pic.twitter.com/6gOyR7egV4",0,0,/naturments/status/935514051844509696,
66,@push4ms,Jeremy,28 nov. 2017,"RT @gonzoid: Genetically modified chickens help in the fight against #cancer and #multiplesclerosis
#chronicillness
http://dld.bz/fSRER pic.twitter.com/NvnO4ONnhS",0,1,/push4ms/status/935500128487657473,
67,@LGP_2008,Le Grand Pas  .'.,28 nov. 2017,"no Genetically modified anything for me , NO THANX !! I rather die of cancer",0,0,/LGP_2008/status/935498749924839424,
68,@NoGMOsVerified,NoGMOsVerified,28 nov. 2017,California Court Ruling Against Monsanto Allows Cancer Warning on Roundup #GMOs #GMO http://NoGMOsVerified.com  /fd http://dld.bz/f5pc7,1,0,/NoGMOsVerified/status/935480705605390336,
69,@NoGMOsVerified,NoGMOsVerified,28 nov. 2017,"Forget The Roundup Cancer Report, Monsanto's Worried About a Stronger U.S. Dollar #GMOs #RightToKnow #GMO /fd http://dld.bz/d9WtV",0,0,/NoGMOsVerified/status/935475688660000768,
70,@Kambang11,LeBlunt James,28 nov. 2017,"Cancer research is showing success with a treatment that involves genetically modified diseases(small pox, flu strains). Tumors disappearing",0,1,/Kambang11/status/935414913933172736,
71,@FrancDissident,Trutherbot Frexit,28 nov. 2017,"Well done #Russia !
#Boycott this #GMO #Cancer #Alzheimer reseller #Mcdonalshttps://twitter.com/vitalanon/status/935386424051929088 …",2,2,/FrancDissident/status/935388009549238272,
72,@organicslant,Organic Slant,28 nov. 2017,Must See #Food #Documentaries https://organicslant.com/must-see-food-documentaries/ … #movie #film #GMO #cancer #disease #organic #OrganicSlantpic.twitter.com/Ouled3e3E5,1,3,/organicslant/status/935370723983613952,
73,@FarmFairyCrafts,Farm Fairy Crafts,28 nov. 2017,"Private Tests Show #Cancer Linked Herbicide in Breakfast Foods; FDA mum on Its Assessments http://www.huffingtonpost.com/carey-gillam/private-tests-show-cancer_b_9723758.html … via @HuffPostPol
#GMO",1,0,/FarmFairyCrafts/status/935360180124086273,
74,@krikaworks,Kathleen ODonnell,28 nov. 2017,"GMO foods are loaded with glyphosate a powerful poison suspected of causing cancer and of damaging the liver to the point of cirrhosis. Don't eat them, don't feed them to your children please. https://twitter.com/VirginiaInCal/status/935316671362777088 …",2,2,/krikaworks/status/935318319011454977,
75,@SCPFarmerClem,Nick S SA,27 nov. 2017,Bone Cancer: its 100% natural and contains no GMO,1,1,/SCPFarmerClem/status/935252377577369600,
76,@FarmFairyCrafts,Farm Fairy Crafts,27 nov. 2017,"#Roundup's Cancer Links Cited in New Study: http://www.post-gazette.com/news/health/2015/09/22/Roundup-s-cancer-links-sited-in-new-study/stories/201509220008 … 
#GMO",3,3,/FarmFairyCrafts/status/935222798364049410,
77,@DrJakel80,Jacob Frazier,27 nov. 2017,Cancer is mainly caused by Candida. It can come from chemical exposure as well but a highly alkaline body is one great way to keep cancer at bay. Drink lots of alkalanized water and eat non gmo and stay away from cities. Less exposure to dense population less prone to getting ill,0,0,/DrJakel80/status/935221289186291713,
78,@Truthflame,Kim Andrew Lincoln,27 nov. 2017,Now they will die of the cancer caused by the GMO's.,0,0,/Truthflame/status/935201523214233600,
79,@PrimalPastures,Primal Pastures,27 nov. 2017,"Cows are supposed to eat grass - not a GMO corn/soy/grain mixture. Grass-fed beef contains 2-5 times more omega-3s and 2-3 times more Conjugated Linoleic Acid (a polyunsaturated fat that’s high in antioxidants and protects against heart disease, diabetes, and cancer). pic.twitter.com/0HSKSu5AM2",0,1,/PrimalPastures/status/935199238350393345,
80,@twoclux,Psych the Movie  🍍 🎄,27 nov. 2017,"Someone on my facebook feed just called #glyphosate (RoundUp) a GMO and I shed literal tears.
This woman thinks a GMO is a chemical that big pharma sprays on food to give you cancer. And this is why Trump is president",0,1,/twoclux/status/935191539478908934,
81,@patmundt,Patricia Jean Mundt,27 nov. 2017,It also causes breast cancer in women. That may be due to the fact 99% of soybeans are GMO,0,2,/patmundt/status/935182948441014272,
82,@mannaglide,#MannaGoods,27 nov. 2017,The latest Manna Goods Health Bulletin! https://paper.li/mannaglide/1405590492?edition_id=64f784a0-d38a-11e7-9bbe-0cc47a0d15fd … Thanks to @MariStreamlined @UrWellBeing2015 @spinningcook #cancer #gmo,0,0,/mannaglide/status/935173471847550977,
83,@MammoniForever,Penelope Gallant,27 nov. 2017,Let's #Roundup the #facts…#Glyphosate is a #foodie nightmare. Monsanto stay away from our food! Here's more fearsome fodder that shows #GMO's mess w our #health: https://www.huffingtonpost.com/jeffrey-smith/genetically-modified-soy_b_544575.html … #allergies #infertility #cancer #science #research #genetics #soy #corn #medicine #hormones,0,1,/MammoniForever/status/935172816449802240,
84,@ThosAvery,Peter Hockley,27 nov. 2017,Eric Hovind B17 Cancer Scam Busted by FDA (feat. Genetically Modified Sk... https://youtu.be/cUdS29nFZv0  via @YouTube,0,0,/ThosAvery/status/935166362942693376,
85,@PamelaDrew,PamelaDrew,27 nov. 2017,Exciting news for #leukemia patients with #gmo T-cells attacking CD-19 #cancer causing protein & who is tracking what gmo food proteins do in a body? No one FDA does not test gmo food for novel proteins or humn health effects! http://labblog.uofmhealth.org/rounds/groundbreaking-leukemia-treatment-a-whole-new-approach-to-fighting-cancer?utm_source=twitter&utm_medium=paid&utm_content=%20Leukemia%20&utm_campaign=groundbreaking-leukemia-treatment-a-whole-new-approach-to-fighting-cancer …,0,1,/PamelaDrew/status/935159397730476032,
86,@WaterVole,Jo Cartmell,27 nov. 2017,What our children need is #organic food free from endocrine disrupting chemicals (as advised by expert molecular geneticist Dr Michael Antoniou who understand the harm that pesticides can do to our growing children and their hormones). #GMO #Cancer https://www.youtube.com/watch?v=S7xNFfvZUZA …https://twitter.com/garyruskin/status/935156339252199424 …,1,0,/WaterVole/status/935158178345570305,
87,@FaithCompassion,LibertyBea,27 nov. 2017,Another idiot war by left to Genetically Modified Food: where are the proves of illusionary cancer I trust in Science,0,0,/FaithCompassion/status/935150880130781184,
88,@NoGMOsVerified,NoGMOsVerified,27 nov. 2017,IARC scientists defend glyphosate cancer link – surprised by industry assault #GMOs #GMO http://NoGMOsVerified.com  /gwhttp://dld.bz/fcNEc,0,0,/NoGMOsVerified/status/935133521227714561,
89,@FarmFairyCrafts,Farm Fairy Crafts,27 nov. 2017,CNN: Childhood #Cancer & Lower IQ Linked to Pesticide Use: http://cnn.it/1LcJm99   http://www.cnn.com/2015/09/14/health/pesticide-exposure-childhood-cancer/index.html … #GMO pic.twitter.com/aAPuU6Oym7,1,0,/FarmFairyCrafts/status/935124391133962240,
90,@NoGMOsVerified,NoGMOsVerified,27 nov. 2017,Mexico's GMO corn ban and glyphosate cancer findings #GMOs #RightToKnow #GMO /gw http://dld.bz/dMUpK,1,0,/NoGMOsVerified/status/935017653948862464,
91,@gvj50,George Vijil Jr.,27 nov. 2017,"Oligarchs not only prospered w/ oil, but pharmaceuticals, Medical Radiation, pesticides, fertilizers, GMO's. Royal Raymond Rife inventor, designer, & builder of the Rife machine was discredited after curing 16 out of 16 terminal cancer patients in 1930's. https://www.youtube.com/watch?v=MYqOidE5aGo …https://twitter.com/catoletters/status/934903351707357185 …",0,0,/gvj50/status/934952284449996805,
92,@JuanRR3,JuanR RodriguezJr,26 nov. 2017,"@JERonFNC pepsi, gmo, cancer, hospital debt #FOXNEWS# @FoxNews",0,0,/JuanRR3/status/934877910556643329,
93,@AlafiaGrandma,Alafia Grandma,26 nov. 2017,I wish there was a way to keep our kids safe while eating Monsantos cancer causing #GMO but we have 2 many prostituite lawmakers for #Monsanto for that to happen. Thanks Senator!,0,1,/AlafiaGrandma/status/934849786041323520,
94,@eriexchick,JEAN,26 nov. 2017,"I try to shop small whenever I can. Even wegmans has local growers sometimes. Forget GMO's & commercial growers, fight cancer with local grown organic foods!",0,0,/eriexchick/status/934849545141456897,
95,@Infinxinc,Infinx Healthcare,26 nov. 2017,FDA Approves First-of-It's-Kind-Cancer-Treatment via WebMD. Uses a patient’s genetically modified cells on large B-cell lymphoma. http://ow.ly/YgiN30gI0Io pic.twitter.com/sC0Semciz8,0,2,/Infinxinc/status/934844296959754240,
96,@SJBkelpie,S. Jason Bransford,26 nov. 2017,"Same with past controversial topics smoking causes cancer, global warming & GMO's.  MSM needs to understand the truth is important & needs to be highlighted, not the controversy.  However, controversy sells papers & the truth is boring.",0,0,/SJBkelpie/status/934818953146204161,
97,@GMWatch,GMWatch,26 nov. 2017,"Concern among rural doctors about the use of agrochemicals near villages http://www.lanacion.com.ar/1946696-preocupacion-de-los-medicos-por-el-uso-de-agrotoxicos-cerca-de-los-pueblos … “1/3 of the deaths come from some form of cancer, which represents 50% more than in the rest of the country.” #gmo pic.twitter.com/Yh1993jx51",1,1,/GMWatch/status/934818100909879296,
98,@CaygeSinnett,Cayge Sinnett,26 nov. 2017,"I read chemtrails are real Joe Biden, GMO's give u cancer Hillary Clinton, and terrorism religion is fake.",0,0,/CaygeSinnett/status/934817694343467009,
99,@push4ms,Jeremy,26 nov. 2017,"RT @gonzoid: Genetically modified chickens help in the fight against #cancer and #multiplesclerosis
#chronicillness
http://dld.bz/fSRER pic.twitter.com/Dl7ETj9Kkc",0,1,/push4ms/status/934776847484772352,
