,Usuario,Nombre,Fecha,Tweet,RT,like,path,verificados
20,@mmurdock60,Matt Murdock,21 nov. 2017,"Why do you downplay and even omit the topic of genetic pollution, affects on biodiversity, unintended consequences when discussing GMO?",0,0,/mmurdock60/status/932839805309857792,
21,@philodygmn,philodygmn,16 nov. 2017,TAKE ACTION! Thank #organic #farmers by telling #Congress to fix the Farm Bill! #factoryfarms #farmbill #agriculture #farming #climatechange #regeneration #carbon #sequestration #foodsecurity #biodiversity #GMO #synergy #efficiency #naturehttp://orgcns.org/2AKmuMe,0,0,/philodygmn/status/931188617652813824,
22,@goatPIERROT,AK Kidd,15 nov. 2017,"1. GMO crops require just as much pesticide as non GMO crops 
2. GMOs could cause immunity to antibiotics
3. GMO monoculture crops threaten biodiversity
4. We don't have studies because the corporations don't want them done
5. This is completely different from selective breeding",0,3,/goatPIERROT/status/930658040176619520,
23,@loicjeannin,Loïc Jeannin,14 nov. 2017,The only real problem generated by GMO is the impact on farmers and the drug dealer like behavior from GMO companies (looking at you Monsanto). There is also the impact brought by monocultures like loss of biodiversity that is exacerbated by GMOs.,0,1,/loicjeannin/status/930453661976793088,
24,@melmckn1ght,🔚,14 nov. 2017,"I think the whole GMO think is shitty. Biodiversity is good. But it wouldn't be an initial problem if we didn't grow so much of it because of cows,chickens,pigs etc.",0,1,/melmckn1ght/status/930292386885918720,
25,@8extremes,8extremes,12 nov. 2017,Why DO our tax dollars go to subsidize Monsanto pesticides & Genetically Modified Seed #contamination when Organic Tastes SO MUCH BETTER & Biodiversity creates Sustainability US Totally Missing the BEST Choice  AGAIN #DumpTheJunk #DumpMON #Resistpic.twitter.com/teWWf3azRS,9,6,/8extremes/status/929805148343353344,
26,@Abikar114,Muhammad Abubakar,11 nov. 2017,"@KBCChannel1 @alaminkimathi @WehliyeMohamed @bkerrow 
Who is funding The Kenya Agricultural and Livestock Research Organization in this quest for cancer, allergies and destruction to our biodiversity?
Who are these stakeholders interested in GMO trade? pic.twitter.com/ALwJare3Oj",0,0,/Abikar114/status/929245284164603904,
27,@GrubTubs,GrubTubs,10 nov. 2017,"When Monsanto projects a total crop planting of 18-22 million hectares of just 1 of their GMO soy crops in South America alone, the impact of their business plan is very exploitative and benefits very few at the cost of many small farmers and millions of hectares of biodiversity",0,0,/GrubTubs/status/929056841174220800,
28,@NoGMOsVerified,NoGMOsVerified,7 nov. 2017,Mining banana biodiversity to reduce vitamin A deficiencies in East Africa #GMOs #GMO http://NoGMOsVerified.com  /gwhttp://dld.bz/er577,0,0,/NoGMOsVerified/status/927749812153475072,
29,@EsotericExposal,Esoteric Exposal,5 nov. 2017,Biodiversity is food security. Just say NO to GMO and all-too-powerful Biotech corporations like Monsanto.,11,35,/EsotericExposal/status/926996244379049984,
30,@Rasputinish,Greg Casey,4 nov. 2017,Banning the use of Pesticides in Agriculture and stopping #GMO growth are what is required to restore biodiversity https://twitter.com/SierraClub/status/926927793916608513 …,1,1,/Rasputinish/status/926928531963170816,
31,@NoGMOsVerified,NoGMOsVerified,2 nov. 2017,"As biodiversity declines on corn farms, pest problems grow #GMOs #RightToKnow #GMO /gw http://dld.bz/dNQmg",1,0,/NoGMOsVerified/status/925877455637934080,
32,@NoGMOsVerified,NoGMOsVerified,1 nov. 2017,"GM rice doesn't address poverty, lack of biodiversity #GMOs #RightToKnow #GMO /gw http://dld.bz/d4gnr",0,0,/NoGMOsVerified/status/925796906248343552,
33,@nickykylegarden,Nicky Kyle Gardening,28 oct. 2017,"#GMO #Bt maize should be banned in #EU! If allowed it will cross-#pollinate & #pollute #organic non-#GMO crops, decimating #biodiversity  https://twitter.com/reddylane/status/924036002804649985 …",7,6,/nickykylegarden/status/924144667108790273,
34,@TedFireX,Ted Fire,27 oct. 2017,Lots of good work here. She highlights many issues with current GMO activity. e.g. biodiversity and patents. But she does miss things.,0,0,/TedFireX/status/923845405338677248,
35,@VKMmatogmiljo,Vitenskapskomiteen,27 oct. 2017,"Genome editing, GMO, Invasive Alien Organisms, Plant Protection on the agenda today #VKMEFSA17 #biodiversity https://vkm.no/english/vkm/aboutvkm/news/vkmnews/jointvkmandefsasymposiuminoslo2627october2017.5.2375207615dac0245ae74ed4.html …pic.twitter.com/KSUcoO1rl5",5,4,/VKMmatogmiljo/status/923817680544595968,
36,@dmtamber,Amber,24 oct. 2017,"@IjazAhmadRao
pakistan has no control & regulations - we may get there faster
#GMO
#biodiversity
#HeritageFarminghttps://twitter.com/guardiannews/status/922785539857768449 …",0,1,/dmtamber/status/922808508663267329,
37,@MassimoCanalicc,Massimo Canalicchio,20 oct. 2017,"The question should be:is it possible sustainable farming without endangering bees and biodiversity?Yes,if we stop intensive farming and GMO",2,2,/MassimoCanalicc/status/921383920423325696,
38,@DirkErcken,Dirk Ercken,20 oct. 2017,It's not only the GMO's pesticides are wiping away biodiversity. In Germany the density of insect have dropped 80% during the last 30 years!,1,2,/DirkErcken/status/921342263036383233,
39,@twitevit,Tom Andersen,15 oct. 2017,Noting safe about #Pesticides resistant #GMO crops. Toxic residues in our #Food and losses of #biodiversity Keep GMO out of #EUhttps://twitter.com/BeatSpath/status/919644525815005184 …,2,4,/twitevit/status/919648803229241345,
40,@NoGMOsVerified,NoGMOsVerified,14 oct. 2017,"""The Vibrant New Sciences of Biodiversity"" #GMOs #GMO http://NoGMOsVerified.com  /n http://dld.bz/dXYzW",1,0,/NoGMOsVerified/status/919314257946259456,
41,@twitevit,Tom Andersen,14 oct. 2017,"No, but it is the main problem w #GMO crops. #Farmers should pay the bills from polluted #drinkingwater and losses in #biodiversity",0,0,/twitevit/status/919112022394048512,
42,@twitevit,Tom Andersen,13 oct. 2017,"Yes, but #plantbreeding the #GMO way includes #Pesticides resistant crops & that is no go #biodiversity #drinkingwater #health",0,0,/twitevit/status/918852920812195841,
43,@wizardQi,Robert A Adjutant,10 oct. 2017,"Retweeted Non-GMO Project (@NonGMOProject):
A new study asserts #gmo crops result in loss of biodiversity,... http://fb.me/1Cmg52G2a",0,0,/wizardQi/status/917625552546222080,
44,@NonGMOProject,Non-GMO Project,9 oct. 2017,"A new study asserts #gmo crops result in loss of biodiversity, ecosystem services, and long-term soil productivity. http://gmwatch.org/en/news/latest-news/17894 …",34,38,/NonGMOProject/status/917518800542629888,
45,@EnviroEdgeNews,EnviroEdgeNews,9 oct. 2017,RT #occupyearth #cafo #factoryfarms #ecouprising #Indigenous #foodfraud #biodiversity cc/ #pesticides #gmo #ogmhttp://bit.ly/2y4GYBN,0,1,/EnviroEdgeNews/status/917452292374302721,
46,@EnviroEdgeNews,EnviroEdgeNews,9 oct. 2017,Salmon farms in Scotland are out of control http://bbc.in/2y4fYSS  #cafo #factoryfarms #oceans #pollution #biodiversity cc/#pesticides #gmo,1,2,/EnviroEdgeNews/status/917443158815977475,
47,@EnviroEdgeNews,EnviroEdgeNews,9 oct. 2017,Fish farms farming up trouble in Scotland. #ocean #ecosystem #wildlife #cafo #factoryfarms #biodiversity #pollution cc/ #Pesticides #gmo https://twitter.com/nickunderdown/status/916928921928597504 …,1,1,/EnviroEdgeNews/status/917441709620985856,
48,@8extremes,8extremes,8 oct. 2017,"When Biodiversity suffers
& Beneficial insects & BEES R HARMED Many studies laying the blame on GMO farming #DumpMON
https://tinyurl.com/yb9oz4ev pic.twitter.com/ig3mNBfRyW",19,14,/8extremes/status/916834389824172032,
49,@RichTudorLlysun,Richard Tudor,5 oct. 2017,"The US GMO soya and corn monoculture and its destruction of biodiversity,soil makes me question a plant based diet. Meeting? @GeorgeMonbiot",0,11,/RichTudorLlysun/status/915735352576487424,
50,@AdemAndrew,Andrew ADEM,3 oct. 2017,"MPs should think beyond d money &they save our #biodiversity, by not passing the #GMO bill in its current state. #UgandaGMObill #PlenaryUghttps://twitter.com/Parliament_UG/status/915210289393651713 …",0,0,/AdemAndrew/status/915224255838801920,
51,@AdemAndrew,Andrew ADEM,3 oct. 2017,"Dear #MP @Parliament_UG @pwatchug Save our biodiversity, do not pass the #GMO bill in its current state. #UgandaGMObill #PlenaryUg #UGat55https://twitter.com/pwatchug/status/915217711004884994 …",1,0,/AdemAndrew/status/915220336634945536,
52,@wakojoel,Wako Joel,3 oct. 2017,"Save our biodiversity, @Parliament_UG don't pass the #GMO bill in it's current state. #UgandaGMObill
@RuhakanaR 
@HEBobiwine",0,1,/wakojoel/status/915201877821857793,
53,@TomahawkVPhD,Thomas Baldwin,3 oct. 2017,Not necessarily. Markets reduce biodiversity. A GMO trait can be breed into other cultivars.,1,1,/TomahawkVPhD/status/915026531612745729,
54,@mkvf69,Michel CAO VINH PHUC,2 oct. 2017,"Yes, like I said, GMO and Industrial Agriculture, and their fewer monopolies, kill biodiversity, or diversity in... http://fb.me/FGsKo7AW",0,0,/mkvf69/status/914699848808632320,
55,@dolabrate,katherine dolan,28 sept. 2017,"EU conference on #GMO: @MartinHaeusling ""Does GM provide answer to urgent issues in agriculture, eg loss of #biodiversity . No."" #biotechEUpic.twitter.com/5ME2yZXhUD",2,2,/dolabrate/status/913342405864194049,
56,@MassimoCanalicc,Massimo Canalicchio,28 sept. 2017,Nature is not used to make same errors and horrors made by humans. GMO endanger biodiversity & threaten precaution principle @NonGMOProject,1,1,/MassimoCanalicc/status/913338521775149056,
57,@ThrivingPlanet,Martin Grimshaw,27 sept. 2017,"India's farmers reviving lost indigenous heirloom rice
https://www.theguardian.com/environment/2017/sep/24/why-indias-farmers-want-to-conserve-indigenous-heirloom-rice …
#Biodiversity #GMO #farming #sustainability #organic #soil",0,0,/ThrivingPlanet/status/913021383353004032,
58,@PositivelyJoan,Positively Joan,26 sept. 2017,RT@CorpAfrica African Centre 4 Biodiversity accuse Bill Gates USAIDS Monsanto use philanthropy to bring GMO 2 Africa https://ecowatch.com/2016/04/06/africa-gmo-threat/ …,0,0,/PositivelyJoan/status/912502591375933440,
59,@movingbackfrom,Back From Midnight,25 sept. 2017,We need more #biodiversity in our food supply and not #GMO and #Pesticides. Buy #organic and support locally grown.https://www.theguardian.com/environment/2017/sep/24/why-indias-farmers-want-to-conserve-indigenous-heirloom-rice …,12,11,/movingbackfrom/status/912290819276787712,
60,@nickykylegarden,Nicky Kyle Gardening,24 sept. 2017,"Probably contains #environment-destroying, #biodiversity-killing, #pesticide-filled #GMO soy! Why would a #vegetarian eat this #toxic #junk?https://twitter.com/QUBFoodProf/status/911126937870925824 …",0,4,/nickykylegarden/status/911861895535177728,
61,@luixf6,Rerum natura,23 sept. 2017,"This is the biggest danger to biodiversity, the basis of life. 
Just this reason alone justifies our strongest opposition to GMO",0,0,/luixf6/status/911656858334777345,
62,@AJStein_de,Alexander J. Stein,21 sept. 2017,Biodiversity analyses for risk assessment of GMO potato: http://sco.lt/4p9gnJ  | #ag #GMO #potato #biosafety #biodiversity #arthropods,4,3,/AJStein_de/status/910967045864542209,
63,@EsotericExposal,Esoteric Exposal,21 sept. 2017,Biodiversity is food security. Just say NO to GMO and all-too-powerful Biotech corporations like Monsanto.,7,15,/EsotericExposal/status/910888855762382849,
64,@Arduinna19,Arduinna19,19 sept. 2017,"The areas with the highest use of #pesticides + #GMO also have the greatest loss of bees. Coincidence? 
#savethebees #biodiversity https://twitter.com/thereaIbanksy/status/909161977297211392 …",0,2,/Arduinna19/status/910057740323758080,
65,@edgeben,"Ben ""The Wheat Raiser's"" Edge",16 sept. 2017,"LOL. If you can't distinguish, then there must not be much difference. You just want to limit a major source of new #biodiversity. #GMO",0,3,/edgeben/status/908954309693452288,
66,@Arduinna19,Arduinna19,16 sept. 2017,"No! It reduces them as we will no longer be able to distinguish between #GMO and non-GMO. #Biodiversity offers choice, #GMO don't!",1,2,/Arduinna19/status/908929832305790978,
67,@nicolasDenver,Nicolas Denver,14 sept. 2017,glyphosate poses a farther reaching ethical problem. it relies on gmo crops (biodiversity) that are monopolized (economy).,0,0,/nicolasDenver/status/908389523821752320,
68,@napp_queen,Shana,10 sept. 2017,GMO VS. ORGANIC How GMOs affect Biodiversity: http://youtu.be/be-J7pr45sA?a  via @YouTube,1,1,/napp_queen/status/906990759169204225,
69,@Daniel_AvOr,Daniel Avila,10 sept. 2017,At risk of disappearing thanks to #GMO and #transgenic corn !! #biodiversity is key for mexican diet https://twitter.com/Univ_inenglish/status/906654594318643206 …,0,0,/Daniel_AvOr/status/906839035347423232,
70,@Martin_Keller,Martin Keller,31 ago. 2017,Let's waste half of food produced but claim to require #GMO to eradicate hunger. Let's destroy Earth #biodiversity https://www.theguardian.com/world/2017/aug/23/gmo-salmon-sales-unclear-where-to-buy-canada?CMP=share_btn_tw …,0,0,/Martin_Keller/status/903246099535802368,
71,@twitevit,Tom Andersen,30 ago. 2017,Nothing is safe about  #herbicideresistant #GMO crops: Herbicide residues in #Food & #drinkingwater #biodiversity decreases in soil & water,0,0,/twitevit/status/902961139763605505,
72,@belgies11,Michael,29 ago. 2017,What's biodiversity you ask? Well it doesn't look like a lawn or a field of gmo crops,5,10,/belgies11/status/902604556311433216,
73,@lusr20,Lucía Sepúlveda Ruiz,29 ago. 2017,"Retweeted GMWatch (@GMWatch):
Argentina: how transgenic soy has destroyed biodiversity in the pampas. New movie... http://fb.me/6xrLQmQCo",0,0,/lusr20/status/902595377056047104,
74,@GMWatch,GMWatch,29 ago. 2017,Argentina: how transgenic soy has destroyed biodiversity in the pampas. New movie in French https://vimeo.com/216717579  #gmo #ogmhttps://twitter.com/grain_org/status/901780084507287554 …,34,15,/GMWatch/status/902433447439978496,
75,@Erst_Officer,First Officer,28 ago. 2017,"Today, Indian farmers can choose from all previous strains + >1300 #GMO Bt hybrids. Biodiversity ad nauseum!
https://twitter.com/AgBioWorld/status/902155508966199297 …",0,1,/Erst_Officer/status/902159140776239104,
76,@ProConsumerSafe,ProConsumerSafety,25 ago. 2017,That has negative affect to biodiversity and reproductive health of other fish esp. If gmo salmon from USA or canada,0,0,/ProConsumerSafe/status/900873048697569281,
77,@AndreasKalo,AndreasKalogiannides,24 ago. 2017,"So... GMO foods/species don't threaten biodiversity?  : Thousands of Atlantic salmon escape from farm into Pacific
https://www.theguardian.com/world/2017/aug/24/thousands-of-atlantic-salmon-escape-from-fish-farm-into-pacific?CMP=Share_AndroidApp_Tweet …",0,0,/AndreasKalo/status/900564242436435968,
78,@Lars9596,Lars Pellinat,21 ago. 2017,"b) The Biggest #Risks:
3. Destroying Biodiversity (#GMO & big farming kills)
4. Moving from real #economies to virtual economies.",1,2,/Lars9596/status/899659683987935233,
79,@NoGMOsVerified,NoGMOsVerified,20 ago. 2017,"""The Vibrant New Sciences of Biodiversity"" #GMOs #GMO http://NoGMOsVerified.com  /n http://dld.bz/dXYzW",2,0,/NoGMOsVerified/status/899402983091449856,
80,@normbnyc,norman bradley,19 ago. 2017,Relying on GMO crops eliminates the benefits of biodiversity.,0,0,/normbnyc/status/898968510600228866,
81,@_Polinard,AndrewT #FBPE,19 ago. 2017,#gmo clover - Another unnecessary techno-fix leading to the further proliferation of #agricultural #monocultures. #biodiversity rules.,1,1,/_Polinard/status/898875442484170752,
82,@stedsimple,Will We Ever Learn?,18 ago. 2017,"Infact you & your colleague's twisted, greed/power-fuelled #GMO propoganda are DESTROYING our #agriculture, human #health & biodiversity!",3,9,/stedsimple/status/898413073693786112,
83,@henrysp4,chika henry,17 ago. 2017,"Genetically Modified Ants... Wow, biotechnology has change the face of science but we must be careful of the effect to health &biodiversity",0,1,/henrysp4/status/898088502084198400,
84,@BruxariaNordica,Bruxaria Alemã,17 ago. 2017,Biodiversity is food security. Just say NO to GMO and all-too-powerful Biotech corporations like Monsanto.,0,0,/BruxariaNordica/status/898086313940967424,
85,@DannyWijnhoud,Danny Wijnhoud,14 ago. 2017,"That's shocking news from #Chokwe !
#Mozambique #GMO #Maize #biodiversity
https://twitter.com/clubOmozambique/status/897068969588346880 …",1,0,/DannyWijnhoud/status/897069966343553025,
86,@twitevit,Tom Andersen,12 ago. 2017,"And resistant #GMO crops soaked in #herbicides, reducing #biodiversity and leaving your #Food with residues from genotoxic #Chemicalshttps://twitter.com/TroyOttAg/status/896358264102899712 …",0,1,/twitevit/status/896366804217589761,
87,@JohnBoelts,John Boelts,12 ago. 2017,"#GMO crop at its finest. Reducing pesticide usage, promoting biodiversity and helping produce affordable food consistently. https://twitter.com/prometheusgreen/status/896302556330299392 …",0,7,/JohnBoelts/status/896361005093011457,
88,@twitevit,Tom Andersen,12 ago. 2017,What about the effets from #pesticides used in #GMO pesticide resistant #crops @TroyOttAg ? #biodiversity #Healthhttps://twitter.com/TroyOttAg/status/896161944029151232 …,0,1,/twitevit/status/896353653648494592,
89,@anggiemC,Angela McEvilly,12 ago. 2017,Glyphosate Is Destructor of Human Health and Biodiversity | GMO EVIDENCE http://www.gmoevidence.com/dr-mason-glyphosate-is-destructor-of-human-health-and-biodiversity/ …,0,0,/anggiemC/status/896274524995497984,
90,@ASchoenher,Arnaud Schoenher,11 ago. 2017,"But GMO's are super bad for biodiversity, safe to eat yes. But bad anyway. Only good in laboratories.",0,1,/ASchoenher/status/896014377287110656,
91,@JohnBoelts,John Boelts,7 ago. 2017,"GE cotton is the only crop I grow that is #GMO presently. It's better for the environment, my workers and myself, and promotes biodiversity.",0,10,/JohnBoelts/status/894366929724387329,
92,@vortex_Dub,Kim Dawn,5 ago. 2017,consider support to small scale organic farmers that nurture biodiversity.    NO to #GMO salmon,0,1,/vortex_Dub/status/893848239262154754,
93,@twitevit,Tom Andersen,4 ago. 2017,"Who cares what the #GMO lobby says? We all know, that #Pesticides resistant GMO crops equals #Food w toxic residues & a #biodiversity loss https://twitter.com/Erst_Officer/status/893555852749262848 …",0,0,/twitevit/status/893564226018701313,
94,@OrganicFoodMaps,Organic Food Maps,3 ago. 2017,"Biodiversity: Past and Future in Organic Farming
http://news.organicfoodmaps.com/17q 
#news #organic #food #gmo #organicfarming",2,6,/OrganicFoodMaps/status/892958300781682688,
95,@twitevit,Tom Andersen,1 ago. 2017,Not at all! Frankenstein is cute compared to #pesticides resistant #GMO crops #biodiversity #drinkingwater #Cancerhttps://twitter.com/foodevomovie/status/892464231328731137 …,1,0,/twitevit/status/892465801344823298,
96,@stedsimple,Will We Ever Learn?,31 jul. 2017,"Wow! That's scary but doesnt surprise me! #CultofGMO #GMO #JustSayNo 
#Glyphosate #GlyphosateKills #Neonics #bees #biodiversity #savethebees",1,3,/stedsimple/status/891935837386153984,
97,@ProtectIndia,March Ahead' India,30 jul. 2017,"3 big dangers of GMO- farmer pays hi price 4 seeds goes into debt, biodiversity killer, hi possblty of future health n ecology disasters",0,0,/ProtectIndia/status/891599455862099969,
98,@twitevit,Tom Andersen,29 jul. 2017,"Yes, but farming with #pesticides resistant #GMO crops is very destructive to #nature & #biodiversity & should not be legal",1,0,/twitevit/status/891333612079075328,
99,@twitevit,Tom Andersen,29 jul. 2017,Non GMO but #pesticide resistant GMO. Reason should be obvious to most people #drinkingwater #biodiversity #health,0,0,/twitevit/status/891196121422458880,
100,@twitevit,Tom Andersen,28 jul. 2017,The use of #pesticide resistant #GMO crops is so obvious wrong and one do not have to listen to anyone to see that #nature #biodiversity,0,0,/twitevit/status/890920355505864708,
101,@trutherbotgray,trutherbotgray,25 jul. 2017,"#GMO contamination threatens biodiversity respected as the global heritage of humankind, and one of our worlds fundamental keys to survival.",4,5,/trutherbotgray/status/889889243648208897,
102,@nadeemmirbahar,Nadeem Mirbahar,25 jul. 2017,Genetically modified crops won't benefit anymore. the world is discouraging GMOs which affecting our wildlife and biodiversity @zofeen28,0,0,/nadeemmirbahar/status/889831153623998464,
103,@NoGMOsVerified,NoGMOsVerified,24 jul. 2017,"GM rice doesn't address poverty, lack of biodiversity #GMOs #RightToKnow #GMO /gw http://dld.bz/d3QzF",1,0,/NoGMOsVerified/status/889623549715128321,
104,@GMWatch,GMWatch,24 jul. 2017,"""It wd lock farmers into products that threaten biodiversity & food security by creating dangerous, #GMO & pesticide-addicted monocultures."" https://twitter.com/GMWatch/status/889521721681825796 …",20,10,/GMWatch/status/889522295009665025,
105,@trutherbotyelow,trutherbotyellow,24 jul. 2017,Biodiversity is food security. Just say NO to GMO and all-too-powerful Biotech corporations like Monsanto.,7,7,/trutherbotyelow/status/889380894909267969,
106,@ShineboxHukster,Culpability Jones,23 jul. 2017,Isn't the aim of GMO's to sidestep the biological exigencies of biodiversity & make mono-crops safe for industrial agricultural production?,0,0,/ShineboxHukster/status/889106580280668161,
107,@BabbleStamper,BabbleStamper,23 jul. 2017,"Clearly 1m Europeans can be wrong. GMO is happening, and it has benefits. Lets focus green effort on climate change and wild biodiversity.",0,6,/BabbleStamper/status/889082343713099776,
108,@dharma_reveal,DharmaReveal,19 jul. 2017,GMO is harmful worldwide US Lobby want India to be reduce population & loose biodiversity shame on those with short term interest,0,0,/dharma_reveal/status/887592556942548992,
109,@StLHandyMan,Scotty,16 jul. 2017,I researched the California court case against Monsanto coverup. I witness the loss of soil biodiversity caused by gmo & chemicals. pic.twitter.com/GSUpQItZjk,0,0,/StLHandyMan/status/886686139087810561,
110,@mokumnews,MOKUMNEWS,15 jul. 2017,For preserving #biodiversity first & foremost condition is to shun #GMO @drvandanashiva @kkuruganti https://twitter.com/jeetkml/status/886071440155459585 … …https://twitter.com/ashwani_mahajan/status/886132375536775168 …,1,0,/mokumnews/status/886161008003358720,
111,@GMWatch,GMWatch,13 jul. 2017,"""The expansion of #GMO soy monocultures in these regions has led to deforestation, biodiversity loss, displacement of small-scale farmers.."" https://twitter.com/deschutterunsr/status/884768831415226368 …",26,8,/GMWatch/status/885380333721579520,
112,@arendtiana,ShunClimateDeniers,10 jul. 2017,"If it were green development instead of fossil fuels and GMO, with biodiversity protection...it might have some positive aspects?",0,0,/arendtiana/status/884506710596960256,
113,@twitevit,Tom Andersen,10 jul. 2017,"Fun! But it don`t change facts: #Pesticides resistant #GMO crops produces #Food w toxic residues, reduces #biodiversity & pollutes #waterhttps://twitter.com/VanceCrowe/status/884496108310974464 …",1,1,/twitevit/status/884501233016479744,
