,Usuario,Nombre,Fecha,Tweet,RT,like,path,verificados
17,@YouAreAwesomeUR,Leverage Delivery,2 dic. 2017,"Tips On
Phone Call Protocol
Be
Polite
Brief
Clear and Concise
If the party or organization you wish to comment to is unavailable:
Request to leave a message.
#Political #Social #Activists #Truthers #Geoengineering #Chemtrails
#GMO #Vaccines #IoT #Security #infosecpic.twitter.com/Sl22uJrilx",10,12,/YouAreAwesomeUR/status/936759460017537024,
18,@NoGMOsVerified,NoGMOsVerified,1 dic. 2017,The Royal Society's assault on the science of GM foods must cease #GMOs #RightToKnow #GMO /gw http://dld.bz/dHS7a,0,0,/NoGMOsVerified/status/936603109585014784,
19,@JohnDouglasDoe,Iain MacGregor,1 dic. 2017,"How many browns and blacks are attempting to conquer planet earth with multiple techniques from GMO foods to military-industrial complex to media manipulation to social-engineeting.
My family arrived in America in 1630 and unfortunately has a long history in the military...",0,0,/JohnDouglasDoe/status/936508666404048896,
20,@Agrow_News,Agrow News,1 dic. 2017,"Syngenta Brazil combats agchem/GMO ""myths"" via social media
http://bit.ly/2nki8cX  #CropProtection",0,0,/Agrow_News/status/936505201246265344,
21,@grrlpowercomic,Dave Barrack,30 nov. 2017,"Conservatives, by definition, hold up progress. They increase every society's drag factor. Without them we'd have skipped the dark ages, we'd be on Mars already, and I'd have GMO bananas with wings that could deliver themselves to my door. https://twitter.com/jcsturgeon/status/936280686863949824 …",3,13,/grrlpowercomic/status/936285962044346368,
22,@PeppersPennies,Peppers & Pennies,30 nov. 2017,"Robb seems very active on social media so I encourage you to reach out. However, the point was GMO=innovation. Innovation facilitates food access and higher yields. Innovation is needed to address food security and access. Glad you are asking the questions! #growcanada17",0,3,/PeppersPennies/status/936072484998148098,
23,@FromGod_EN,Are you having fun?,30 nov. 2017,"……….
A #New #World #Order #microchipped society.
Where #genetically #modified #humans have no more rights or freedom.
MP 1:44 = Godpic.twitter.com/r7Rka5nXHt",0,0,/FromGod_EN/status/936065431005204482,
24,@DMoNeYGoOnFaCe,Donavan Williams,30 nov. 2017,I still remember that day #Popeyes opened up in Yakima. People were going crazy on social media like they won the lottery or some shyt. I myself just cant get excited over a #GMO fast food chain that isn't good for #people and I will post the official PDF ingredient list tonight.,0,0,/DMoNeYGoOnFaCe/status/936053875118817280,
25,@_Satchitananda,Satchitananda,29 nov. 2017,"Well thats a great good Q. Farming sector unfortunately is totally disrupted. Truth is they are under attack from every side - MNCs, GMO cos, lifestyle changes, total lack of sense/appreciation/help from any SG/CG, mkt forces. As a blinded society we are competing to kill them.",0,0,/_Satchitananda/status/935981934186041344,
26,@factfindmeuk,My Factfind,29 nov. 2017,Defra invests in social media analysis tool to monitor public attitudes to food issues https://buff.ly/2AjnZ7t  Department buys Pulsar technology to keep track of how citizens feel about genetically modified food and other issues pic.twitter.com/OkYmBnmbwc,0,2,/factfindmeuk/status/935967698235920384,
27,@FromGod_EN,Are you having fun?,29 nov. 2017,"……….
A #New #World #Order #microchipped society.
Where #genetically #modified #humans have no more rights or freedom.
MP 1:44 = Godpic.twitter.com/4uyVgXs5KX",0,0,/FromGod_EN/status/935880694269607936,
28,@ohheyitsjuan,Juan Two Three,29 nov. 2017,Clark Griswold wouldn’t be accepted in today’s no gmo no flavoring no preservatives society. These people at Whole Foods would burn him at the stake.,0,0,/ohheyitsjuan/status/935674759832129536,
29,@ksenapathy,Kavin Senapathy,28 nov. 2017,"On a more serious note, I addressed this during a recent talk on GMO and social justice. MAA's directive for moms to think with the irrational mom brain rather than reason helps perpetuate misogyny in anti-GMO movement. It's a lose-lose as a mom in this movement's eyes.",0,4,/ksenapathy/status/935634201524801536,Usuario Verificado
30,@Dirt_To_Dinner,Dirt To Dinner,28 nov. 2017,GMO has become a metaphor for perceived and real flaws in our food system - and beyond! The Anti-GMO Movement Has A Social Justice Problem @ksenapathyhttp://ow.ly/7VzU30gSmFT,1,5,/Dirt_To_Dinner/status/935608052836945920,
31,@sieravercillo,Siera Vercillo,28 nov. 2017,"Join me in #ItsATrapTuesday to highlight the contradictions of mainstreaming social change: When you critically analyze #GMO & other multinational owned and controlled farm input technology and someone brings up the problem of low productivity-Um, agroecology? #joevarock #AgChat",0,0,/sieravercillo/status/935545418246524929,
32,@CPaprska,Clayton Paprska,28 nov. 2017,"Here is the problem with genetically modified humans. Your RH+ factors limit you. Society has detached you from your own divine mind. Yes it's located in your brain and it's called a pineal gland, looks like a pine cone. Your maker is a whole different story.",0,0,/CPaprska/status/935535596587462658,
33,@GetLippyWithC,GetLippyWithCeleste,28 nov. 2017,"Message Me to Order
Feel Good knowing that 15% of what you pay will get donated to the Humane Society! 100% Satisfaction Guarantee
 you don’t like it return it within 30 days!
 Cruelty Free Product & Vegan
 Made in the USA
 FREE of Lead, Wax, Gluten &amp; GMO
 Kosher pic.twitter.com/KMYmH9jBpu",1,1,/GetLippyWithC/status/935514558399119360,
34,@SWAFM_,K Spencer,28 nov. 2017,I like looking for social science applications of physics. The black hole model mirrors information from social media data sharing impact on community. Keep pouring it in about the harm caused by #MedicalMandates re #Fluoridation #EMR #GMO #Glyphosate #VaccineInjuryhttps://twitter.com/WorldAndScience/status/935131457630154754 …,0,0,/SWAFM_/status/935501874886840320,
35,@FoodSovereignGH,FoodSovereigntyGhana,28 nov. 2017,Civil Society Group Food Sovereignty Ghana has sued government again over plans to commercialise Genetically Modified Foods in the country. https://www.myjoyonline.com/news/2017/November-27th/food-sovereignty-ghana-sues-govt-again-over-gmos.php …,3,1,/FoodSovereignGH/status/935301536862916609,
36,@johnkaiser13,John Michael Kaiser,28 nov. 2017,The big Washington food fight http://politi.co/2jnjY7C  via @politico #GMO #GMOs #organic #healthyfood #health #farmers #garden #nature #gardening #organicfarming #organicfood #natural #nonGMO #FDA #foodlabeling #society #GMA #grocery #healthyeating #nutrition #wellness,0,1,/johnkaiser13/status/935297232043233286,
37,@ashthekittykat,21 Cabbage,27 nov. 2017,I’m glad I grew up in the era where you get punched in the mouth for taking shit. Social media beef is super genetically modified.,4,17,/ashthekittykat/status/935236945365516288,
38,@NonGMOToronto,Non-GMO Toronto,27 nov. 2017,Don’t be afraid to make complaints to chemical and #GMO #food companies on social media.  They are listening and... http://fb.me/MKtWrIFZ,0,2,/NonGMOToronto/status/935231725407555584,
39,@PFAGghana,Peasant Farmers,27 nov. 2017,Civil Society Group Food Sovereignty Ghana has sued government again over plans to commercialise Genetically Modified Foods in the country. https://www.myjoyonline.com/news/2017/November-27th/food-sovereignty-ghana-sues-govt-again-over-gmos.php …,0,0,/PFAGghana/status/935194632199254017,
40,@Gmo_Meza,Guillermo Meza,27 nov. 2017,"Retweeted Miguel Florido (@miguelfloro):
Community Manager vs Social Media Manager: Habilidades,... http://fb.me/1LgGFDifR",5,7,/Gmo_Meza/status/935150785968648192,
41,@Fungreenman1,Fungreenman,27 nov. 2017,I guess getting ready to genetically modified the giraffe that's the new team for the society maybe we should have more Tall Tree or short a giraffe lost Beauty and Just maritime,0,0,/Fungreenman1/status/934986452433285120,
42,@thetaylorlash,Taylor Elayna,27 nov. 2017,TBH no one wants to see your homemade gluten free vegan non GMO cookies/banana bread/muffins etc. on any form of social media,0,1,/thetaylorlash/status/934983536804880385,
43,@Hippledipple,R U,26 nov. 2017,Are they killin their dogs with toxic gmo treats to get them to do tricks? a lot to think about on the dog show segment of this society.,0,0,/Hippledipple/status/934848630543937538,
44,@AcaMeKedo,Luis H  🇺🇸 ❤️ 🙏🏻,26 nov. 2017,Sorry terry that so many people are ignorant and stupid! Even my own Latinos are so bias and ignorant to truth . We are in a very lost period. Too much GMO? Fluoride? Cellphones! Social media? Who knows,0,0,/AcaMeKedo/status/934771159639515136,
45,@ebtenet,Benjamin Tidwell,26 nov. 2017,You think the list of inclusion is long now with tumblr-genders being recited just wait until GMO humanity creates a new era of speciation for humanity. Including transpeople in detail is just social conditioning for the introduction of aliens & trans-humans & post-humans. XD pic.twitter.com/JsGwM5n5uZ,0,0,/ebtenet/status/934599179984392192,
46,@PositivelyJoan,Positively Joan,26 nov. 2017,Absolutely. Independence and taking self-responsibility ... increasingly sorely lacking in contemporary society ... and it is getting people and our environment nowhere fast!,1,3,/PositivelyJoan/status/934592513008193537,
47,@ErieSaviors,THE UNNECCESITY OF GMOS,26 nov. 2017,"GMO use in the field of agriculture and crop production is unethical and brings negative consequences to human society, internally and externally.",0,0,/ErieSaviors/status/934585325074165760,
48,@Aller_MD,Juan C Ivancevich MD,25 nov. 2017,The latest Allergists on Social Media! https://paper.li/Aller_MD/1370720926?edition_id=1e197950-d1f8-11e7-a509-0cc47a0d164b … Thanks to @ERSpublications @COPDdoc @susanprescott88 #gmo #pulmonaryfibrosis,5,0,/Aller_MD/status/934448781478780928,
49,@marshawright,Real Marsha Wright,24 nov. 2017,Monsanto says Mexico revokes permit to market GMO soy in seven states http://reut.rs/2BjvaKM  #news #business #social pic.twitter.com/WBxa9pnEwP,2,3,/marshawright/status/933920741967396865,Usuario Verificado
50,@gmo_crops,GMO Crop News,24 nov. 2017,#GMO news: SunStar Davao editor wins biotech journ award - ACE June Rell Perez SunStar Davao&39;s social media ... http://ow.ly/YdVt50flssS,0,0,/gmo_crops/status/933848395822878720,
51,@itachix_,Cesar Perez,23 nov. 2017,"“Ma is the turkey organic? Cause Shelby can’t have any GMO’s, it messes with her social anxiety” https://twitter.com/1cantfeelmyface/status/933507231781408768 …",0,2,/itachix_/status/933841165476159490,
52,@TaMollieMedia,Anna Eason,23 nov. 2017,The latest Social Haywood County Daily! https://paper.li/tamolliemedia/social-haywood-county?edition_id=9e00c2d0-d05f-11e7-9bbe-0cc47a0d15fd … Thanks to @LeahMcGrathRD #gmo,0,0,/TaMollieMedia/status/933712892796522496,
53,@Christo53619917,Christopher,23 nov. 2017,"it may be the best thing that ever happened to us and these animals.But baring a huge national hug-a-thon, things could get quite grim. Or not.  Something to think about beyond gmo, animal cruelty, social dynamics in a collapse, or prepping.Part of preparing is appealing to God.",0,0,/Christo53619917/status/933541492861255680,
54,@Olivefarmer,Philli H,22 nov. 2017,Good open letter by Steven Druker to Royal Society UK  here regarding Pusztai and GMO safety... https://twitter.com/Colin_Todhunter/status/933364883969544192 …,0,1,/Olivefarmer/status/933416578485383173,
55,@Social_Media_c5,Social Media Fab,22 nov. 2017,Would You Put the Genetically Modified Arctic Apple in Your Pie? http://ow.ly/vGMR50fjHHw,0,0,/Social_Media_c5/status/933311950263668737,
56,@Olivefarmer,Philli H,22 nov. 2017,Read your articles ....claiming AAAS is worlds most prestigious science society is pure jingoism....there's something about you Mike and your push for 2nd gen GMO that doesn't ring true...How do you know all GMO's are safe?,0,1,/Olivefarmer/status/933267663270248448,
57,@tannerehmke,Tanner Ehmke,21 nov. 2017,The Anti-#GMO Movement Has A Social Justice Problem via @forbeshttps://www.forbes.com/sites/kavinsenapathy/2017/11/20/the-anti-gmo-movement-has-a-social-justice-problem/#4cb6eee53a54 …,2,1,/tannerehmke/status/933000089332838402,
58,@dasendri,Da Sendri,21 nov. 2017,"yes because if you were Europe you might have free healthcare, free education, tollerance, a system that doesnt need prisoners or war, non gmo food, a society not dependent on prescription pills, no mass shootings every month and no Donald Trump",0,1,/dasendri/status/932996209480028160,
59,@Swen28002,swen_28002,21 nov. 2017,"The social chapter, fundamental rights, banning GMO, to name just a few",0,0,/Swen28002/status/932925473579061248,
60,@ksenapathy,Kavin Senapathy,20 nov. 2017,"My latest in @forbes discusses the less-than-obvious ways ""GMO"" is a social justice issue. For one, shoppers who want to do the right thing get to choose a feel-good label, allowing them to stay comfortably complacent. http://www.forbes.com/sites/kavinsenapathy/2017/11/20/the-anti-gmo-movement-has-a-social-justice-problem/ …",65,98,/ksenapathy/status/932631151310725120,Usuario Verificado
61,@FarmFairyCrafts,Farm Fairy Crafts,20 nov. 2017,"If it Weren't 4 #GMO Food & #Pesticides, Our Society Wouldn't b so Concerned w Health & What We Put in Our Bodies. Thanks Guys!",2,0,/FarmFairyCrafts/status/932594783738089473,
62,@LakschmiSung,Lakshmi,20 nov. 2017,"Is she ignorant about the @Sandyhook-Hoax?
Everyone knows it's a #FakeNews psyop.
So Shannon, why keep peddling the lies, u wretched #ChildAbuser.
I reported u to my social worker for #ChildEndangerment.
#megansLaw #pedoWood #pedophilia #monsanto #Gmo #WH0RE #liar @MomsDemandAtt",0,0,/LakschmiSung/status/932464434676559873,
63,@TaheraChaudhary,Peace4all.,20 nov. 2017,"Just stop this and there will be social order.
an inverted era where:
Big pharma destroys health
Agriculture is GMO
Lawyers destroy justice
Universities destroy knowledge
Press destroys information
Criminals are in control
Banks destroys the economy
Matriarch G",0,2,/TaheraChaudhary/status/932400458479550469,
64,@JeffFountain,Jeff Fountain,20 nov. 2017,You gotta love the informed folks who show up to ‘teach’ everyone what the real deal is on social media. #GMO pic.twitter.com/4V4THj5tS9,1,14,/JeffFountain/status/932399750065745920,
65,@aliyu_yoladoka,aliyuyakubu,20 nov. 2017,"#(GMOs)
genetically modified organisms
The introduction of transgenic organisms and transboundary movement of these (GMOs) or living modified organisms (LMOs) caused greater concern worldwide. Because of emergence of human domination of global ecosystems,society faces new and ...",0,1,/aliyu_yoladoka/status/932398290787635201,
66,@8extremes,8extremes,19 nov. 2017,"Fast Food Genocide
The real impact of Fast
Processed & FAKE Food
on Ur Health Society & Planet
You Really Want to Know More about Why Not to Eat Genetically Modified Consumables  #PoisonPushers #DumpTheJunk
http://tinyurl.com/y9p9o5of pic.twitter.com/iuGrrYG20n",7,9,/8extremes/status/932340867246972928,
67,@scottpalmer1776,scott palmer,19 nov. 2017,How does a corporation taking over a family's farm impact society? Except they are greedy and only think of profits. Welcome to the GMO world. Welcome to cruelty to animals world. Welcome to food not really fit to eat. This country is fat because of food with low nutrition.,0,1,/scottpalmer1776/status/932090072912027648,
68,@jay4vegan,Jay's  CAKE,18 nov. 2017,"For sure, as a Christian I pray and try to help address numerous issues.  Yes, animals and kindness, with Christianity,  is my thing, but racism, social injustice, & war are on my list too. God Bless.  (Against GMO's too)",0,3,/jay4vegan/status/932017713169551360,
69,@AnekaBrown,Aneka,18 nov. 2017,That GMO Body is disgusting gross they all wanna be black women but don’t want our problems nor do they speak up on our social injustices bitch bye,0,0,/AnekaBrown/status/932013821270491136,
70,@BigJBeezy,John Leksander,18 nov. 2017,Yup I saw a machine myself. Menasha historical society. Now it’s GMO’s & fluoride & on & on http://fb.me/8YSez2ERn,0,0,/BigJBeezy/status/931919032495812610,
71,@lilchriss2316,Chris,18 nov. 2017,"Hahaha the 7%  man they've really dumbed down society!
Let me guess, you also think @HillaryClinton is honest, @BillClinton is a saint,  the Government cares about us. Flouride helps your teeth, GMO's cause cancer in rats, but not in humans and vaccines are good 4 U. Lmao",0,0,/lilchriss2316/status/931859731177660416,
72,@jennysplitter,Jenny Splitter,17 nov. 2017,GMO is a social justice issue. #breakthroughdialogue I know  @ksenapathy agrees!pic.twitter.com/qo6or2JGLm,1,6,/jennysplitter/status/931606494973394944,
73,@Eclecticyou,Eclecticlife,17 nov. 2017,"~ Can you live in a society that feed its citizens with GMO?
We can't...therefore we are slowly… https://www.instagram.com/p/BbmfAc4A9JC/",0,0,/Eclecticyou/status/931543960660652032,
74,@housas196,Sketrick,17 nov. 2017,And anyway look 100 to 200 years ahead we'll have genetically modified humans that won't have any genetic diseases or imperfections. So there won't be any weak and everyone will become truly equal. That's an evolution of society.,0,1,/housas196/status/931431151134216192,
75,@genologos,Mike White,17 nov. 2017,Think society will carefully weigh the pros and cons before allowing genetically modified human embryos? Think again: https://psmag.com/social-justice/ethical-prohibitions-on-genetically-modifying-human-embryos-are-getting-weaker …,8,5,/genologos/status/931334373969772544,
76,@xolexieox,Lexie  🇺🇸,16 nov. 2017,"If you take this anaolgy and translate it to society (pharma, gmo, chemicals/pollution, dirty water, vaccines, STRESS from money or the state of life  etc) you realize its a trickling down effect from the collective to the individual. Think about it in this way and it makes sense",0,1,/xolexieox/status/931217255899201537,
77,@FromGod_EN,Are you having fun?,16 nov. 2017,"……….
A #New #World #Order #microchipped society.
Where #genetically #modified #humans have no more rights or freedom.
MP 1:44 = Godpic.twitter.com/4FhuFYsBKZ",0,0,/FromGod_EN/status/931167421704097797,
78,@simonlamacraft,Simon Lamacraft,16 nov. 2017,"Now, I'm no social media heavyweight with 1,000s of followers but I did think I'd see some opinion on grafting vs #GMO. The #GMOfree, #nonGMO movement is so vehement on their positioning I thought they'd have to have a stance on this.https://twitter.com/simonlamacraft/status/930571192993320961 …",2,9,/simonlamacraft/status/931015003410374656,
79,@FromGod_EN,Are you having fun?,16 nov. 2017,"……….
A #New #World #Order #microchipped society.
Where #genetically #modified #humans have no more rights or freedom.
MP 1:44 = Godpic.twitter.com/3yXHGH6dKF",0,0,/FromGod_EN/status/930978137093140480,
80,@FromGod_EN,Are you having fun?,15 nov. 2017,"……….
A #New #World #Order #microchipped society.
Where #genetically #modified #humans have no more rights or freedom.
MP 1:44 = Godpic.twitter.com/okmXrSqFQK",0,0,/FromGod_EN/status/930814545920225281,
81,@8extremes,8extremes,15 nov. 2017,"Fast Food Genocide
The real impact of Fast
Processed & FAKE Food
on Ur Health Society & Planet
You Really Want to Know More Why Not to Eat These Genetically Modified Consumables  #PoisonPushers #DumpTheJunk
https://tinyurl.com/y9p9o5of pic.twitter.com/jLWgpjnuLX",3,1,/8extremes/status/930684500304068608,
82,@mem_somerville,mem_somerville | Wossamotta U,14 nov. 2017,The @kjhvm suggestions for outreach include helpful and shareable graphics. Stuff that is social-media friendly. Fact sheets that are concise. #GMO,4,11,/mem_somerville/status/930496456774926336,
83,@inforsociety,Information Society,14 nov. 2017,"The GMO Agenda Takes a Menacing Leap Forward with EPA’s Silent Approval of Monsanto/Dow’s RNAi Corn - http://bit.ly/2jqHcNL 
Information Society pic.twitter.com/fSBqi62wiG",0,0,/inforsociety/status/930315818184953856,
84,@PlayaJay35,Jay Blaze,14 nov. 2017,It's the GMO foods. Thanks Monsanto. They want us all on meds. Americas health Care system get richer to keep us sick. The only way is to eat clean. No package foods or fast food. Fresh fruit & veggies and seeds & nuts. Turning off the Tel-lie-vision & social media will help too. pic.twitter.com/SC6UFqIjtH,0,0,/PlayaJay35/status/930314392771624961,
85,@GMOFreeCanada,GMO Free Canada,13 nov. 2017,"Civil society rejects GMOs at FAO meeting.
""Civil society representatives firmly rejected genetically modified... http://fb.me/GjuqcoV0",4,4,/GMOFreeCanada/status/930184264028528640,
86,@RenaissanceXM,Cornell Woolridge,13 nov. 2017,"I did not mean to suggest we are suffering “malnutriton” as a society, just that food today has been modified & as such, is not as nutritious as was previously. And if crops have been modified at a seed level to be “pest resistant” isn’t that technically a GMO?",0,0,/RenaissanceXM/status/930182579797594112,
87,@GMWatch,GMWatch,13 nov. 2017,Changes in Ecuador’s ‘seed law’ angers and frustrates scientists and civil society http://scienceline.org/2017/11/changes-ecuadors-seed-law-angers-frustrates-scientists/ … Giving a free pass to #GMO crops causes turmoil pic.twitter.com/3egD2CS9id,7,3,/GMWatch/status/930111704356225024,
88,@joimonki,Joimonki,13 nov. 2017,"@GMOGottaGo I spent years trying to get clarity GMOs before I found science about them. Demonizing GMO food is a social justice issue, depriving children of more nutrient rich rice, native farmers of crops needing less pesticides, etc.",0,0,/joimonki/status/930044390818701312,
89,@SugarCaneStalk,GeecheeFarmer,12 nov. 2017,remote locations untouched by society. same with plant life that isn't GMO.,0,0,/SugarCaneStalk/status/929855184196403200,
90,@NoGMOsVerified,NoGMOsVerified,11 nov. 2017,Tanzania: Civil society outraged at secret GM maize trials #GMOs #GMO http://NoGMOsVerified.com  /gwhttp://dld.bz/dZjq6,0,0,/NoGMOsVerified/status/929461031075811329,
91,@JodiKoberinski,Jodi Koberinski,11 nov. 2017,"Farmers who use GE/ GMO and -icides are people who trust their regulators and companies who profit from them ... which is why Farmers ignore science that calls into Q govt and crop propaganda. The social license in Q? b/n Farmers & Corp/ Govt, not Farmers & Eaters <3",0,2,/JodiKoberinski/status/929354553421697024,
92,@FromGod_EN,Are you having fun?,10 nov. 2017,"……….
A #New #World #Order #microchipped society.
Where #genetically #modified #humans have no more rights or freedom.
MP 1:44 = Godpic.twitter.com/3DRZeFR5B4",0,0,/FromGod_EN/status/928989103282106369,
93,@SOTTnet,Signs Of The Times,10 nov. 2017,Society's Child: Brazilian farmers sue #Monsanto over #GMO seed https://www.sott.net/article/367099-Brazilian-farmers-sue-Monsanto-over-GMO-seed …,0,0,/SOTTnet/status/928893405689769985,
94,@MichaelPghPA,Michael OnEbay,10 nov. 2017,"""Gloria Steinem - How The CIA 
Used Feminism To Destabilize Society"" http://www.rense.com/general21/hw.htm …
#history #FeministAtWork #teaparty #conservative #family #dad #marriage #politics #maga #nwo #vaccines #gmo",0,0,/MichaelPghPA/status/928827324321206272,
95,@kenluskin1,Ken Luskin,10 nov. 2017,"https://www.ecowatch.com/epa-approves-release-of-mosquito-killing-mosquitoes-in-20-states-2507791343.html?utm_source=EcoWatch+List&utm_campaign=6c035fdfe9-EMAIL_CAMPAIGN&utm_medium=email&utm_term=0_49c7d43dc9-6c035fdfe9-86097173 …
This is one of the few #GMO that is good for society  
NO nasty chemicals..... 
Is it any wonder it comes from a small organization
instead of from a criminal chemical company?",0,0,/kenluskin1/status/928774564250660864,
96,@crumbskull,Fremg,9 nov. 2017,"peope who carp about yields from gmo and chemical ag systems while eliding the social, political abd material reality of those systems implementation and results",0,1,/crumbskull/status/928751880653508608,
97,@AndySchaul,Andy Schaul  💬,9 nov. 2017,"Wow, a year ago.. Social media allows for conversations among people from different backgrounds, experiences & expertise on important topics like #agriculture & #GMO tech, where info can be shared&challenged, where echo chambers can be disrupted & where relationships can be built https://twitter.com/andyschaul/status/796392200552607744 …",0,4,/AndySchaul/status/928691723341123584,
98,@Trapper5150,Trapper Crane,9 nov. 2017,Chronic cannabidiol treatment improves social and object recog in dbl transgenic APPswe/PS1∆E9 mice | SpringerLink https://link.springer.com/article/10.1007/s00213-014-3478-5 …,0,0,/Trapper5150/status/928660037739929600,
99,@GMOFreeEU,For a GMO-free EU,9 nov. 2017,"Civil society organisations reject #GMO as the solution against hunger during a FAO meeting - problem is not yields, it's ""good governance and equitable distribution of food""
http://emergingtech.foe.org.au/civil-society-rejects-gmos-at-food-and-agriculture-organization-meeting/ …",5,9,/GMOFreeEU/status/928641673982246912,
100,@defendressofsan,So hot you can't stop me  🔥 🔥 🔥,9 nov. 2017,#health Genetically Modified Society – YouTube http://m.youtube.com/watch?v=z68Jv0Ga7gU …https://defendressofsanity81.wordpress.com/2017/11/09/health-genetically-modified-society-youtube/ …,0,0,/defendressofsan/status/928638294811926529,
101,@inforsociety,Information Society,9 nov. 2017,"80 Percent of Patient's Skin Replaced With Genetically-Modified Grafts - http://bit.ly/2jea63z 
Information Society pic.twitter.com/AcOVXHeyfR",0,0,/inforsociety/status/928495315451248640,
