,Usuario,Nombre,Fecha,Tweet,RT,like,path,verificados
45,@michaelallenmar,Michael Allen Martin,9 jun. 2016,"War WallStreet Guns GMO TPP Fracking Corporatism Inequality HigherDrugPrices
#MSNBC So Hillary is your Candidate?pic.twitter.com/VtNkWx7tWx",58,55,/michaelallenmar/status/741059347589955584,
46,@michaelallenmar,Michael Allen Martin,9 jun. 2016,"2016 DEM Platform based on HRC History
#War
#WallStreet
#Guns
#GMO
#TPP
#Fracking
#Corporatism
#Inequality
#HigherDrugPrices
Congrats Dems",5,7,/michaelallenmar/status/741058702254452737,
47,@STFUnwo,?,22 may. 2016,"Eat sum #gmo food. Worship @cia torture, pretend #obamacare is affordable. Wealth inequality is fucking awesome. Lies and lies",1,0,/STFUnwo/status/734472770860371968,
48,@STFUnwo,?,16 may. 2016,I'm sure #fracking - #gmo food & wealth inequality are gonna help. Shadow gov is the problem.,0,0,/STFUnwo/status/732349536199278592,
49,@La_Revolucion11,Jafta Masemola,10 may. 2016,"@mashiyanef @NkepileMabuse @MadishaRonald @AndiMakinana The theft of Trillions by greedy whites, GMO's, Land, structural economic inequality",0,1,/La_Revolucion11/status/730144389650100224,
50,@rm_elms,RMElms,7 may. 2016,#PeopleAreTiredOf GMO pollution war capitalism politicians inequality racism exploitation money lies #fyahbabylon,0,0,/rm_elms/status/728977535250386944,
51,@SwaderPolly,PeaceLoveDemExit,4 may. 2016,"HRC is fundamentally flawed, demonstrates dangerous behaviors with regard to WAR, BIG OIL, Fracking, GMO, Inequality https://twitter.com/JonCarrDNB/status/728097156079353856 …",0,0,/SwaderPolly/status/728099299305754626,
52,@michaelallenmar,Michael Allen Martin,24 abr. 2016,"Get over it. Research.
#HRC doesn't give a FF about any of these people or things..
#Veteran #BLM #Iraq #Inequality #ClimateChange #GMO #US",3,5,/michaelallenmar/status/724458316294815744,
53,@StoneSculptorJN,Jason Nelson,11 abr. 2016,"Vote Clinton for...
 4 Profit Prisons
 Imperialism & Interventions
 Increased Income Inequality
 Fracking & GMO's
#NYPrimary 
#NotMeUs",1,2,/StoneSculptorJN/status/719498201753985025,
54,@TammyKosiancic,Tammy Kosiancic  🌹,23 mar. 2016,".@joelfbcosta @bad_bad_bernie Hillary definitely effects health world-wide with her promotion of GMO's, fracking, wars, wealth inequality...",18,30,/TammyKosiancic/status/712727763925340160,
55,@VinayPrasad82,Vinay Prasad,14 mar. 2016,"@EricaRDN @mbeisen @SenSanders GMO is liberal kryptonite. Ha. But on wall street, income inequality climate change. He is a good guy.",0,2,/VinayPrasad82/status/709552864788480000,
56,@FalkJan,Jan Falk,13 mar. 2016,@MGigger @Metaliberal I'm not strictly anti GMO if it really helps. But the main problems seem to be global inequality & bad governance...,0,0,/FalkJan/status/708944884561006592,
57,@GarrettBroad,Garrett Broad,11 mar. 2016,@NafeezAhmed @PSainath_org but I thought Bill Gates and gmo crops solved Indian inequality?!,0,0,/GarrettBroad/status/708274503172939776,
58,@Politicaltwain1,#KeepFighting,8 mar. 2016,"MICHIGAN! Say no 2 fracking, income inequality, Corporate Welfare, Monsanto, GMO #MIPrimary #WeEndorseBernie #Bernie2016 #BringClintonToHeel",7,10,/Politicaltwain1/status/707247124883185664,
59,@LilianBrislen,Lilian,8 mar. 2016,"""Hunger and malnutrition are not only biological challenges, they are social problems rooted in inequality."" #Gmo  http://foodfirst.org/when-a-banana-is-much-more-than-a-banana/ …",0,0,/LilianBrislen/status/707173870101463040,
60,@gregorylent,gregorylent,5 mar. 2016,and it shows ... #climatechange #capitalism #inequality #gmo  #pollutionhttps://twitter.com/onbeing/status/704764791294853120 …,1,0,/gregorylent/status/706143509212889088,
61,@Lundy1111,LJ,26 feb. 2016,"@SenWarren America is dying,... GMO,HERBICIDE,PESTICIDE,POLLUTEDH2O,AGRICULTURE,DRUGS,HOMELESS,DISCRIMINATION,INEQUALITY, GOP,DO SOMETHING!",0,0,/Lundy1111/status/703293874005880833,
62,@mamaduck9370,MAMA DUCK,16 feb. 2016,Nb #Monsanto & #GMO companies have had 3 decades to #FeedTheWorld. But #inequality worsens & our planet is dying. https://twitter.com/ProfPCDoherty/status/699761590728417283 …,1,1,/mamaduck9370/status/699767532429774848,
63,@drmaryphn,Dr Mary,14 feb. 2016,#Zika may not be culprit #microcephaly Consider #insecticides #environment #poverty #inequality #GMO #mosquitoeshttp://www.theecologist.org/News/news_analysis/2987137/argentine_and_brazilian_doctors_suspect_larvicide_as_cause_of_microcephaly.html …,0,1,/drmaryphn/status/698990761975508994,
64,@GMOChannel,World Affairs,14 feb. 2016,"How to solve America's problems - a benevolent dictator's ideas! http://www.nationofchange.org/news/2016/02/14/if-i-were-the-american-dictator/ …
#GMO #inequality #health #education #corporatocracy",0,3,/GMOChannel/status/698880789254008832,
65,@msjdubey,DeeJ,5 feb. 2016,@ashokmalik @drvandanashiva @Devinder_Sharma @MaheshNBhatt GMO is about monopoly & inequality. Scientific progress is just sheep's clothing.,1,0,/msjdubey/status/695662498003824640,
66,@GMWatch,GMWatch,2 feb. 2016,"We have to ensure ""gene editing isn't used to create #GMO babies, and we stay off the high-tech road to new forms of inequality & eugenics.”",8,5,/GMWatch/status/694548992189931520,
67,@TheRealBobbyJax,Bobby Jacques,1 feb. 2016,"@SushGirl don't forget gun violence, income inequality and GMO's",0,0,/TheRealBobbyJax/status/694351610294767616,
68,@HollywoodFood,Hollywood Food Guild,27 ene. 2016,Great segment RE: “The Trouble with Iowa” - From #GMO fields & #climatechange to inequality & immigration issues. https://twitter.com/LeonardLopate/status/692414980315037696 …,7,1,/HollywoodFood/status/692415641937121281,
69,@SchoonerLita,Fillip,25 ene. 2016,@HillaryClinton Your off the page!  Inequality is across the board.  Get out of bed with Wall St and Monsanto GMO,0,0,/SchoonerLita/status/691789627708063745,
70,@dremmelqueen,helen nash,24 ene. 2016,"My Priorities: Economy(Inequality,JobEquity,LiveableIncome), Voters',Women's,Vet's Rights, ClimateChange (No OIL,GMO) & MONEY outa Politics!",0,1,/dremmelqueen/status/691375959409324032,
71,@RichardRiceAlan,Richard Rice Alan,24 ene. 2016,"@TheRealTJM1979 @NatureGuy101 historically FDR had less. sHILLARY is weak on income inequality, TPP! GMO, Fracking, Glass-Steagall etc",0,0,/RichardRiceAlan/status/691306070908780548,
72,@Gmo_1965,Guillermo Alarcon,24 ene. 2016,"The biggest challenge of xxi century is not economic growth or poverty, it is inequality in a connected world https://twitter.com/wef/status/691229138288545792 …",0,1,/Gmo_1965/status/691233210227781632,
73,@farmerfrau,Farmer Frau,20 ene. 2016,Call out to #OECD and UK: inquiry on #DFID and @gatesfoundation and impact of poverty & inequality #GMO no solution! https://twitter.com/GlobalJusticeUK/status/689828337619959808 …,0,0,/farmerfrau/status/690061032195121152,
74,@JDWRobinson,Mark D. Gallagher,13 ene. 2016,@OregonLatinoVet @politico @VP It's like just putting a label on GMO veggies or dairy cow meat. The masses don't understand #inequality #420,0,1,/JDWRobinson/status/687508544095010816,
75,@haas_chandra,chandra haas,10 ene. 2016,"@girlziplocked Beyond inequality,huge area wr the religion of rabid capitalism guarantees humanity's doom -> https://www.youtube.com/watch?v=HIXER_yZUBg … #GMO",0,0,/haas_chandra/status/686235894647402496,
76,@emmamophiee,Emma,3 ene. 2016,@momness1 @Charles_1944 @cspanwj I don't. I've lived all over world & America is worst country; health/education/gmo/diet/guns/inequality,0,1,/emmamophiee/status/683784602297733120,
77,@PositivelyJoan,Positively Joan,2 ene. 2016,Fake US 4 votes & profit & Biz as usual aft elect 1% family dynasties #Bush #Clinton #Oil #GMO #War #Inequality #EnoughIsEnough #FeelTheBern,0,0,/PositivelyJoan/status/683413046484574208,
78,@OccupyTheDems,Occupy the Democrats #FreePeterDouche,20 dic. 2015,"@obeforhillary Reasons to say ""NO!"" to #Hillary2016: http://occupyobservations.blogspot.com/2013/09/reasons-to-say-no-to-hillary-2016.html … #GMO #Fracking #TarSands #WallStreet #Warhawk #Inequality",0,0,/OccupyTheDems/status/678816051744739328,
79,@FilipFilipi,Filip Filipi,20 dic. 2015,"@sweetharturbald your country is a leader in economic inequality, racism, aggressive warfare, genocide, GMO food, pollution, discrimination",0,0,/FilipFilipi/status/678731464469438464,Usuario Verificado
80,@RootstockBlog,Rootstock,19 dic. 2015,"Using QR codes doesn't solve the #GMO labeling debate, it creates a new issue of inequality. http://huff.to/1ZgbOf7  via @HuffPostGreen",2,0,/RootstockBlog/status/678243488589217794,
81,@jerryg125,Jerry Gahan,16 dic. 2015,"#GOP Budget deal INCREASES #Inequality , #Pollution , #GMO 's & #Oil Co profits",0,0,/jerryg125/status/677170459465539586,
82,@andyjpdx,Andy,12 dic. 2015,"@pearsonified Eh, Climate isn't BS. Inequality isn't BS. GMO and PC, certainly are.",0,0,/andyjpdx/status/675775818631524352,
83,@pearsonified,pearsonified,12 dic. 2015,"Climate? Leftist bullshit. GMO hysteria? Leftist bullshit. PC? Leftist bullshit. Inequality? Leftist bullshit.
It’s ALL bullshit.",0,0,/pearsonified/status/675774765425025024,
84,@TheGabbyGums,Caroyln Mcclure,27 oct. 2015,And if you complain.......#war  #inequality #slavery #austerity #oil #gmo #fracking #poison #teachpeace #monsanto  …pic.twitter.com/9ZdY35jRh9,0,0,/TheGabbyGums/status/659165333434048512,
85,@DannyWijnhoud,Danny Wijnhoud,13 oct. 2015,".@joevarock Your opinon on #GMO promotion? Industrial mono-cultures are driving #climatechange, #biodiversity loss, #Inequality and #hunger",1,0,/DannyWijnhoud/status/653901398803877889,
86,@oracle_bill,Bill Bradburn,25 sept. 2015,"@RachelsNews Undewrstand your GMO passion, we buy organic. My priority -getting rid of Harper and wage inequality. Need evidence GMO is bad",1,0,/oracle_bill/status/647429515912826880,
87,@PositivelyJoan,Positively Joan,22 sept. 2015,History repeats Revolving Door corp govt MONEY http://ln.is/www.youtube.com/9R521 …  #Clinton #Monsanto #Koch #GMO #Fracking #KXL #NAFTA #TPP #INEQUALITY,2,0,/PositivelyJoan/status/646451788183375872,
88,@Gmo_1965,Guillermo Alarcon,16 sept. 2015,"as inequality raises, democracy looses popular support and populists profit from social polarization.  https://twitter.com/lisang/status/644119037023244288 …",0,0,/Gmo_1965/status/644125954957115392,
89,@Ali_stopit,1L Gunner 🙋🏻,30 ago. 2015,I feel like Kanye's about to start debunking the GMO people or talk about tax inequality,0,0,/Ali_stopit/status/638181467701440512,
90,@_juddy,Juddy  💢,21 ago. 2015,"How can *anyone* really believe Private Prisons, Genetically Modified Organisms and #Inequality are ""Good"" or beneficial to mankind?
#bern",0,0,/_juddy/status/634784973057232896,
91,@beachvetlbc,Notorious KGB Aggie,20 ago. 2015,"@zainomarali @eddiecachaza I think what he means is poverty, income inequality, food maldistribution  can't be solved by #GMO technology...",0,2,/beachvetlbc/status/634461212084801537,
92,@Gmo_1965,Guillermo Alarcon,15 ago. 2015,"To fight inequality and boost productivity 3 things:infrastructure,skills &education. Have the means &knowledge to do things &do them right",0,0,/Gmo_1965/status/632504289408249856,
93,@0hmyGinger,who's taylor,13 ago. 2015,"Documentaries watched in the past week: GMO OMG, The Culture High, Inequality for All.",0,0,/0hmyGinger/status/631828165497716737,
94,@PositivelyJoan,Positively Joan,11 ago. 2015,Hillary go up against #Clinton family dynasty lifeblood (1% corp funders) to fight #inequality & help black people? When #GMO pigs fly! #BLM,2,1,/PositivelyJoan/status/631168919609348096,
95,@myMpango,myMpango,2 ago. 2015,GMO and Monsanto failing to improve Africa: rich get richer even as poverty and inequality… http://ift.tt/1DjDedo pic.twitter.com/flCjfumYKK,0,0,/myMpango/status/627887491090149376,
96,@PositivelyJoan,Positively Joan,22 jul. 2015,Come & slobber at #RevolvingDoor Buffoons Buffet servin' up 99% & profits on #GMO #fossilfuel #pollution #ecocide #eugenics #war #inequality,0,0,/PositivelyJoan/status/624076284147019776,
97,@PositivelyJoan,Positively Joan,22 jul. 2015,Come & slobber at #RevolvingDoor Buffoons Buffet servin' up 99% & profits on #GMO #fossilfuel #pollution #ecocide #eugenics #war #inequality,0,0,/PositivelyJoan/status/624042435354583044,
98,@DeRay_Shawn,Shawn DeRay,21 jul. 2015,@JesseLunsford most low income Americans live in #fooddeserts and would be at greater risk of long term GMO side effects due to #Inequality,0,0,/DeRay_Shawn/status/623663416490766336,
99,@PositivelyJoan,Positively Joan,18 jul. 2015,Thank Senators endorsing Hillary 4 MORE #Fracking #KXL #GMO #Glyphosate #cancer #ClimateChange #War #TPP #Inequality & 1% #Banksters profits,1,0,/PositivelyJoan/status/622351080010067968,
100,@PositivelyJoan,Positively Joan,17 jul. 2015,"Since Jimmy Carter & except 4 Jimmy, Repub AND Dem WH #Monsanto-#Koch #GMO #Oil puppets made fool of US grow 1% corp wealth, 99% #inequality",2,2,/PositivelyJoan/status/622275775685758976,
101,@CollChris,Chris Collins,7 jul. 2015,"RT @SciCommServices Agree with everything but blanket ""no GMO"". It takes multiple technologies to address global food inequality // Good, TY",1,2,/CollChris/status/618660195468750848,
102,@GenEngNetwork,GENetwork,5 jul. 2015,Oxfam Germany director: 'TTIP would intensify inequality in developing countries' #GMO  http://www.euractiv.com/sections/development-policy/oxfam-germany-director-ttip-would-intensify-inequality-developing …,1,1,/GenEngNetwork/status/617591088644276224,
103,@CoffeeSuperfood,Carole Johnson,29 jun. 2015,#health #food #GMO Congregation size has an impact on how people view the reasons for racial inequality in Ame...  http://twtly.com/bp3,0,0,/CoffeeSuperfood/status/615668313889206272,
104,@PositivelyJoan,Positively Joan,27 jun. 2015,"Clarence Thomas Is At It Again
http://ln.is/liberalamerica.org/USpDM … #Koch #Oil #Monsanto #GMO #CitizensUnited #TPP #Inequality",5,0,/PositivelyJoan/status/614941102253154304,
105,@MStarScottBurns,Scott Burns,24 jun. 2015,GMO's Grantham is off to an uplifting start! (Flagging the sarcasm). Lots of resource drain and inequality. Cold reality check. #MICUS,0,2,/MStarScottBurns/status/613802293197205504,
106,@kemo_sabe48,Freeloader Bob,20 jun. 2015,"I've been done with America for a while now. Mass shootings, racism, income inequality, 1%, poor infrastructure, Republicans, GMO, TSA, etc",0,0,/kemo_sabe48/status/612336564488658944,
107,@PositivelyJoan,Positively Joan,18 jun. 2015,"Pope blame perverse economics turning Earth n2 immense pile of filth! Thank 1% corps, shills #FossilFuel + #GMO = #ClimateChange #Inequality",0,0,/PositivelyJoan/status/611681547536629760,
108,@PositivelyJoan,Positively Joan,15 jun. 2015,#Fracking #KXL #Monsanto GMO Pharma #War #Inequality? FlipFlop faux promises Dumbdown media Bandaid on gaping wound 2fool lemmings. #Clinton,2,0,/PositivelyJoan/status/610656816041607168,
109,@PositivelyJoan,Positively Joan,9 jun. 2015,PaidOff mainstream media dismiss ignore WorldWide #MarchAgainstMonsanto GMO cancer TPP #Bernie2016 Common thread? Disrespect 99% #Inequality,3,2,/PositivelyJoan/status/608452557317500928,
110,@GMOChannel,World Affairs,6 jun. 2015,"#Germany: 22,000 police to protect corporate puppets, a.k.a ""Democratic"" #g7 leaders  http://www.abc.net.au/news/2015-06-07/thousands-clash-with-police-while-protesting-against-g7-summit/6527730 … 
#GMO #TPP #inequality",0,0,/GMOChannel/status/607411438328508416,
111,@deeree_news,deeree.news,4 jun. 2015,"#StopG7 demo in Munich demands the stop of TTIP, poverty, inequality, GMO food and secret political summits @Ruptlypic.twitter.com/FUaVHfMMYR",15,4,/deeree_news/status/606478024989659137,
112,@deeree_news,deeree.news,4 jun. 2015,"#G7demo marching in Munich city centre demanding to stop TTIP, poverty, inequality, GMO food #protest10.000 @Ruptlypic.twitter.com/zktKozEXvG",69,29,/deeree_news/status/606458084316332032,
113,@MI_Country_Hick,M. Richardson,1 jun. 2015,"@EminemsRealMrs But I thought the 'war on women' was the problem? No, wait...income inequality; the minimum wage; racism; GMO's; drugs...",0,0,/MI_Country_Hick/status/605351635699646465,
114,@NewfangledDad,Newfangled Dad,28 may. 2015,"@GeoffSchuler @BioChicaGMO @HipVeggies I'd rather see hunger issues solved by fixing inequality & supply chain, not planting GMO.",0,1,/NewfangledDad/status/603948580013875200,
115,@GenEngNetwork,GENetwork,27 may. 2015,A nation of inequality: How the UK is failing to feed its most vulnerable people #GMO http://www.independent.co.uk/news/uk/politics/a-nation-of-inequality-how-the-uk-is-failing-to-feed-its-most-vulnerable-people-10274040.html?utm_content=buffer11432&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer …,0,0,/GenEngNetwork/status/603487444810498049,
